text_content_anonymous,preconceito,num_tokens,Capacitismo,Gordofobia,Int.Religiosa,LGBTFobia,Misoginia,Xenofobia,Racismo,Hetarismo,Prec.Politico
"Marilia, não fica triste, não quero te fazer sofrer, entrega pra Deus, eles vão sofrer as escolhas deles, a gente sofre junto, mas fazer  o que?! Fica bem…  é um desabafo…. To muito indignada.  Seja feliz, e faca a sua parte.",0,41,0,0,1,0,0,0,0,0,1
Que Deus abençoe o que vc falou. Esperamos que seja verdade,0,11,0,0,1,0,0,0,0,0,1
":bar_chart: ELEITOS PARA DEPUTADO FEDERAL EM PERNAMBUCO 
 
Urnas apuradas
99,82%
 
André Ferreira (PL) - 273.166
Clarissa Tércio (PP) - 240.472
Pedro Campos (PSB) - 172.485
Silvio Costa Filho (REPUBLICANOS) - 161.859
Fernando Filho (UNIÃO) - 154.229
Waldemar Oliveira (AVANTE) - 141.062
Túlio Gadelha (REDE) - 134.280
Carlos Veras (PT) - 126.464
Eduardo da Fonte (PP) - 123.529
Clodoaldo Magalhães (PV) - 110.300
Maria Arraes (SD) - 104.165
Iza Arruda (MDB) - 103.948
Pastor Eurico (PL) - 100.667
Augusto Coutinho (REPUBLICANOS) - 99.897
Eriberto Medeiros (PSB) - 99.047
Fernando Monteiro (PP) - 99.027
Lula da Fonte (PP) - 94.092
Guilherme Uchoa Junior (PSB) - 84.583
Lucas Ramos (PSB) - 84.395
Coronel Meira (PL) - 78.919
Felipe Carreras (PSB) - 76.526
Mendonça Filho (UNIÃO) - 76.019
Luciano Bivar (UNIÃO) - 74.354
Fernando Rodolfo (PL) - 60.059
Renildo Calheiros (PCdoB) - 59.627",0,139,0,0,0,0,0,0,0,0,1
"Pessoal, boa noite. Passo para agradecer a todos aqueles que deixaram o voto de confiança em mim. Apesar de não ter sido eleito, fica registrado meu agradecimento a quem esteve conosco. Agora é a hora de recuar um pouco e focar na família, espairecer a mente e cuidar da vida.  Muito obrigado por tudo e abração. Continuarei exercendo meu papel de patriota e que Deus nos abençoe e nos proteja. :Brazil:",0,71,0,0,1,0,0,0,0,0,1
"Uma coisa seja dita, esse pessoal de esquerda não consegue mais sair na rua  sem ser esculachado!!!!",0,17,0,0,0,0,0,0,0,0,0
Eu estava assistindo agora coletivo do presidente na porta do palácio como sempre mente está um pouco abatido sim mas já pensando no segundo turno na onde ele vai conseguir os outros votos e as coligações que ele vai fazer tem que pensar para frente e trabalhar porque o agir de Deus é diferente da nossa vontade!!!! Deus age bem diferente do que nós queremos ele está no controle de tudo ninguém duvide e ele está vendo como nós nos colocamos diante da sua face portanto continuemos orando fazendo jejum e decretando que esta nação é do Senhor e seguiremos em frente e ninguém nem ser vivo nem ser morto tirará bolsonaro daquela cadeira Mas precisamos lutar e defender o nosso Deus a nossa nação que entregamos a ele e Satanás nenhum irá vencer confia no Senhor,0,137,0,0,1,0,0,0,0,0,1
"No segundo turno, querem nos vencer pelas abstenções, acalmem- se, coloquem a cabeça no lugar, vão querer nos desanimar, pra desistirmos de exercer nosso direito de votar! Eles são estrategistas, astutos,mas nós somos o exército de Deus!",0,37,0,0,1,0,0,0,0,0,1
"Gente, caminhemos ate 30/10 mas tem de ficar claro que não adianta ficarmos no ninho.

Corramos atrás dos que não votaram, daqueles que anularam voto , dos que votaram principalmente no novo, que são os jovens.
Começando por casa. Convençamos filhos, netos, assistentes a votar no Bolsonaro.
Boa noite a todos e sigamos com fé.",0,55,0,0,0,0,0,0,1,0,0
"O Dep. Federal mais votado da história de Minas é cristão e conservador. E esse ano, o mais votado do Brasil: 1.5 milhões de votos. Devo toda minha lealdade a vocês. 

-Obrigado, Senhor. Tu és fiel. Obrigado Minas e todo Brasil que torceu junto. Fizemos história.

-Vencemos a batalha, mas não a guerra. 
Continuaremos na luta. Estamos com você, Bolsonaro.",0,60,0,0,0,0,0,0,0,0,1
Se for no permissão de Deus talvez esses lixos chegam lá mais temos que ter fé a vc esperança é última que morre,1,23,0,0,1,0,0,0,0,0,1
Tá prestes a estourar uma guerra civil dentro desse país... Que Deus nos proteja! :folded_hands_medium-light_skin_tone:,0,15,0,0,1,0,0,0,0,0,1
"Se querem um pais melhor, mais rico, com melhores condições de vida, mais empregos e melhores salários, já existe exemplos e modelos a serem seguidos, no caso da direita",0,29,0,0,0,0,0,0,0,0,0
"Se forem pelo caminho da esquerda, também temos exemplos do que acontece na economia, sociedade, cultura, família…",0,17,0,0,0,0,0,0,0,0,0
"O que fazer?

Honestamente? Mantendo a tropa motivada.

Hoje precisamos virar voto em Minas Gerais, eu não consigo chegar lá, mas a minha postura aqui repercute lá. 

Quem está lá, no norte, leste ou noroeste de Minas pode se motivar com nossas ações aqui.

E é isto: não perca um voto aqui e motive quem está lá. 

Não adianta querer dar murro na mesa ou fazer análise do que aconteceu, pois isto não trás o voto que precisamos. 

Você só vai ser o cara que resolve as coisas se ajudar a virar a eleição. 

Isto é uma coisa que a direita precisa aprender: agir coletivamente, de forma organizada e articulada. 

Ter a humildade de aceitar que você é apenas mais um... mas que pode e precisa trazer mais votos.

O papo é meio autoajuda, sim. Mas pegue aquela coisa meio oriental, aprenda a se livrar dos ruídos que perturbam a sua mente e direcione a sua energia para o lugar certo.",0,161,0,0,0,0,1,1,0,0,0
"*Parabéns patriotas, bolsonaristas e povo cristão brasileiro. Diante das pesquisas, fomos grandes vitoriosos. Agora, aquela multidão de deputados e senadores, comprando voto e gastando com o eleitorado não existe mais. A votação do ex presidiário cairá bastante. Nossa luta contra o mal dessa facção criminosa e imoral; continua. A vitória é nossa... Brasil acims de tudo e Deus acima de todos* :Brazil::Brazil::Brazil::Brazil::Brazil: :keycap_2::keycap_2: neles.",0,64,0,0,1,1,0,0,0,0,1
"Com 4 anos de bolsonaro todos aprenderam, quem manda no Brasil, são os policiais de São Paulo, junto com o STF que é de São Paulo e tidos foram indicados não por nordestino e sim por políticos de São Paulo",0,40,0,0,0,0,0,1,0,0,0
"17. Ainda que a figueira não floresça, nem haja fruto nas vides; ainda que falhe o produto da oliveira, e os campos não produzam mantimento; ainda que o rebanho seja exterminado da malhada e nos currais não haja gado.
18. todavia eu me alegrarei no Senhor, exultarei no Deus da minha salvação.
(Habacuque, 3)",0,54,0,0,1,0,0,0,0,0,1
"Agradeço a todos pelo apoio aos nossos candidatos majorfabiohuss e o Coronel Menezes, :pensive_face:mas a luta continua:flexed_biceps_light_skin_tone: segundo turno vem aí #Bolsonaro não podemos desistir :Brazil::Brazil::Brazil::Brazil:",0,26,0,0,0,0,0,0,0,0,1
"Não é amaldiçoar, claro que temos que profetizar bênçãos, mas que tem sujeira tem",0,14,0,0,0,0,0,0,1,0,0
"Minas gerais vai decidir o segundo turno :folded_hands_light_skin_tone: . Tem a Damares , o Nicolas e se Deus quiser o Zema",0,21,0,0,1,0,0,0,0,0,1
"Enfim, Deus tenha misericórdia de nós e nossos filhos, são vai acreditar quando nosso país se tornar uma Venezuela",0,19,0,0,1,0,0,0,0,0,1
"Deus te ouça e que seja real!!
Só assim pra resolver essa fraude!
:backhand_index_pointing_left_light_skin_tone::backhand_index_pointing_left_light_skin_tone::backhand_index_pointing_right_medium-light_skin_tone::backhand_index_pointing_right_medium-light_skin_tone::Brazil::Brazil::Brazil::Brazil:",0,14,0,0,1,0,0,0,0,0,1
Dai acabou e vamos culpar os nordestino e barco q segue,1,11,0,0,0,0,0,1,0,0,0
"Aconteceu em muitos colégios onde teve as votações no Estado do Pará. 
Quem Ñ ficou atento, nem percebeu que muitas Biometria Ñ foram confirmada, e nem assinaram seus nomes, então quem duvida se seu voto foi inválido?:backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up:",0,37,0,0,0,0,0,0,0,0,0
"*Meus Agradecimentos:* Amigos, apesar de ter concorrido à terceira eleição, infelizmente não deu certo. Da minha parte cabe respeitar a democracia. O presidente Bolsonaro teve 878.334 votos no nosso Estado e não conseguimos transferir metade desses votos ao partido do Presidente. O Resultado foi derrota! 1 federal a menos e 1 senador derrotado. Muitos Bolsonaristas escolheram candidato que não deve ajudar o presidente. Enfim! Me dediquei de coração e agradeço muito a todos que estiveram conosco. Agora confesso que preciso muito de um tempo para dedicar mais a família, espairecer a mente, concluir meu mestrado, e tirar 1 mês de férias antes de voltar ao trabalho policial. Sairei de grupo e manterei minha atuação como um grande patriota. Muitíssimo obrigado a todos que votaram e ajudadam. Fiquem com Deus. :Brazil::folded_hands_light_skin_tone:",0,130,0,0,1,0,0,0,0,0,1
":round_pushpin:Atualizando 

:Brazil:Senadores eleitos: 

Magno Malta - ES
Damares Alves - DF
Hamilton Mourão -RS
Tereza Cristina -MS
Romário -RJ
Cleitinho-MG
Marcos Pontes -SP
Coronel Menezes -AM",0,26,0,0,0,0,0,0,0,0,1
"Trabalham com coisas ruins,por isso temos que orar muito para afastar tudo isso.
Deus é maior.:folded_hands::raising_hands:",0,16,0,0,1,0,1,0,0,0,1
Muito estranho levando em consideração que elegemos uma base boa e não bater com o que teve de presidente.,0,19,0,0,0,0,0,1,0,0,0
o sangue de Jesus tem poder .a última palavra ela não vem do homem  .mas de Deus .,0,18,0,0,1,0,0,0,0,0,1
Agora esperar se Zema vai ficar neutro ou vai apoiar o presidente no segundo turno ele já estando eleito em Minas,0,21,0,0,0,0,0,0,0,0,1
O  DIABO   COMEMORA   ! MAS    VAI   SER  POR  POUCO   TEMPO   ! A  DECISÃO   SERÁ   NO   2 TURNO   !  OS  TRAIDORES   AGUARDEM   !:goblin::goblin::goblin::goblin::goblin::goblin:,0,22,0,0,1,0,0,0,0,0,0
"Eu sou Nordestina e moro na Bahia, mas a culpa é do Nordeste mesmo. Por isso que vive no atraso.",1,20,0,0,0,0,0,1,0,0,0
"Tá repreendido
Não com meu voto nem com minhas palavras liberadas. Vamos ter fé nosso Deus é Deus que entra nos últimos minutos do segundo tempo é Deus que vence guerra apenas com os 300 de Gideão. Estou confiante :dove::folded_hands_medium-dark_skin_tone:",0,40,0,0,1,0,0,0,0,0,1
"É muito estranho mesmo, 68% Ciro com 2% é muito estranho mesmo.",0,12,0,0,0,0,0,1,0,0,0
"Eu escrevi errado, quiz dizer que assim n pode ficar, estamos enfrentando o mal contra o bem, que Deus ilumine nosso Presidente, que ele tenha uma carta na manga:folded_hands::folded_hands:",0,29,0,0,1,0,0,0,0,0,1
"Bolsonarista extremamente chateada e inconformada com essa fraude.
Sou nordestina e Preta e me envergonho por Nine ter ganho no nordeste.",0,21,0,0,0,0,1,1,1,0,0
"Que Deus nos proteja,  abençoe e ilumine, porque a sociedade está muito depravada!
Não quero ser governada por essa ABERRAÇÃO!!! Isso não me representa!",0,24,1,0,1,0,0,0,0,0,1
"Fé em Deus, e muita sabedoria pra enfrentar  esses demônios  mas isso não vai ficar assim,  vamos continuar  lutando!!!",0,19,0,0,1,0,0,0,0,0,1
"Só agora eu entendo porque as irmãs do instituto Hessed oravam tanto pelo Brasil na quaresma de São Miguel arcanjo.... foram 40 dias de oração..

 Mas eu nao desisti.... 
Quem como Deus? Ninguém",0,33,0,0,1,0,0,0,0,0,1
"ESTA É PROPAGANDA DO NOSSO PRESIDENTE JAIR BOLSONARO ,           REPASSE MUITO,               VAMOS A LUTA,             MOSTRA AO POVO BRASILEIRO ,PERGUNTAR AO POVO ,DESEJA, UM  PAÍS  DE HONRA, OU UM PAÍS DE MENTIRA DE CORRUPÇÃO?                  BRASILXBOLSONARO:smiling_face_with_sunglasses:     OU,                                       BRASIL X LULA:rat:     TÁ NAS NOSSAS MÃOS :leftwards_hand:.......... SÓ  DIGO; PEÇA SABEDORIA  A DEUS :folded_hands:    ACORDAAAAAAA  BRASIL :Brazil::Brazil::Brazil::Brazil::Brazil:",0,53,0,0,1,0,0,0,0,0,1
"Pensem, votos em branco: 1.964.590 votos nulos: 3.487.157 e as abstenções: 32.759.332, muito Vito que ainda pode ser trabalhado.",0,19,0,0,0,0,0,0,1,0,0
"Vídeo para aqueles petista que diz que é crente, católico,   mas que vota no Lula você tem pacto com esta merda!!!",1,21,0,0,1,0,0,0,0,0,0
"Primeiramente que nenhum é perfeito, e nenhum vai entregar tudo que queremos, nem Deus agradou a todos muito menos o presidente que além de tudo é ser Humano.
Você é uma tapada que não tem argumentos e vem falar de termos pejorativos, e não questão de ser mesma ladainha, é querendo defender o certo e o que acreditamos, se vc muda de candidato igual muda de calcinha o problema é seu, eu sou Bolsonarista desde o começo, não sou fanática.
Mas defendo pq acredito e luto pelo mesmo que ele.
Deus, pátria e Família.
Se vc não é mãe, não tem família, eu lamento muito.
Mas se é eu lamento pelos seus, pois quem vai sofrer são eles.
Só tirar um exemplo dos países vizinhos, estão brigando por lixo, e nem cachorro pra comer tem mais.",0,136,1,0,1,0,0,0,0,0,1
"E, aos que foram só perder tempo!
Branco: 1.812.466 votos
Nulo: 3.165.917
Abstenções: 29.768.055
Quase 40 milhões de 
votos jogados no lixo. 
Que vergonha, sério!
VERGONHA",0,26,0,0,0,0,0,0,1,0,0
"Nordestina, preta, Bolsonarista e mãe de 3 meninos e sem filtro, isso aí é a luz da academia. :face_blowing_a_kiss: e também estudo e trabalho. A tua eu não abri, pq já vi no perfil que não vale a pena, a minha eu sei que tu vai, pq é curiosa mesmo. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",0,51,0,0,0,0,1,1,1,0,0
"Xandão e um advogadozinho de porta de cadeia 

Que colocaram lá pra servir de conpinxa da esquerda podre",1,18,0,0,0,0,0,0,0,0,0
"Não existe voto orgânico na esquerda 

Lá só tem voto comprado",0,11,0,0,0,0,0,0,0,0,0
"Aí eu vou te falar 

Não basta cadeia pra esses terrorista 

Tem que mandar pra vala",1,16,0,0,0,0,0,1,0,0,0
"Aliás qualquer cidadão de bem é capaz de fazer melhor

Basta ter bom caráter",0,14,0,0,0,0,0,0,0,0,0
"É fácil, tem custos, mas só juntar, graças a Deus tenho como fzr fico triste por qm n tem,",0,19,0,0,1,0,0,0,0,0,1
"Praia de Parati, Anchieta Espírito santo, Setembro de 2018.",0,9,0,0,1,0,0,0,0,0,0
":triangular_flag:Um resumo para o Lula, o PT e toda Esquerda PB que achava que ganharia no 1°Turno.:triangular_flag: *Escute o PCO.*",0,20,0,0,0,0,0,0,0,0,0
"Pura constitucional de narrativa 

Distorção dos fatos

Isso Jé é velho inclusive",0,12,0,0,0,0,0,0,0,0,0
"Essa é família tradicional , respeitosa , que prima pelos bons costumes e defendem Deus . Na realidade são tudos uma bando de HIPOCRITAS .",0,25,0,0,1,0,0,0,0,0,1
O estranho e não exclusivo caso da cidade que possui mais eleitores que população.,0,14,0,0,0,0,0,1,0,0,0
Mas ainda tenho esperança em Deus que há de mudar nos próximos 4 anos com nosso BOLSONARO!,0,17,0,0,1,0,0,0,0,0,1
"Tem é que matar esses demônios junto com a quadrilha esquerdista


:black_small_square:",1,12,0,0,0,0,0,0,0,0,1
"O fascismo nasceu da esquerda 

Ou será se foi a esquerda que pariu o fascismo


:thinking_face:",1,16,0,0,0,0,0,0,0,0,0
Que procurador pelo amor de Deus? isso tem que ser polícia Federal:enraged_face:,0,12,0,0,1,0,0,0,0,0,1
"VAMOS LUTAR PELO BRASIL DE NOSSOS FILHOS, NETOS, JOVENS E CRIANÇAS! FORA COMUNISMO!! :Japanese_symbol_for_beginner::Japanese_symbol_for_beginner::Japanese_symbol_for_beginner: NOSSA BANDEIRA JAMAIS SERÁ VERMELHA!!! DEUS, PÁTRIA, FAMÍLIA, LIBERDADE #Bolsonaro22",0,24,0,0,1,0,0,0,0,0,1
O dia foi foda. Além do estresse doido. Eu tô toda roxa.,0,12,1,0,0,0,0,0,0,0,0
"O POVO BRASILEIRO NÃO QUER,  NÃO ACEITAMOS O MARGINAL TRAIDOR ANTI PATRIOTA, LULALADRAO COMUNISTA CRIMINOSO DITADOR COMO PRESIDENTE DO BRASIL.",1,20,0,0,0,0,0,1,0,0,1
"É muito difícil de aguentar,você saber que foi roubado na cara de pau e não pode fazer nada ,sei que fiz a minha parte indo votar,mais infelizmente muitas pessoas  contribuiram para essa sensação horrível,elas não fizeram suas partes, 31 MILHÕES DE PESSOAS que simplesmente não foram votar,não exerceram seu papel de cidadão(ã), tivemos também 5 MILHÕES de votos NULOS E BRANCOS,o pior é que todos nós e até nossas futuras gerações que poderão sofrer muito por causa disso,tenho vergonha de imaginar um dia que eles irão ficar sabendo que fomos nós os culpados deles estarem em uma situação de miséria,fome,etc...
Ainda temos uma única chance de mudar tudo isso no próximo dia 30,não desperdice seu voto e essa oportunidade,vá votar e vote consciente,faça o que for melhor,não só para você ,mais sim para todos nós,para seu país.
Que Deus os ilumine :folded_hands_medium-light_skin_tone:",0,142,0,0,1,0,0,0,1,0,1
Atenção Pessoal! Passei um tempo acordada pesquisando mensagem em outros grupos  para deixar disponível nesse grupo para contribuir com as possíveis ação  que poderemos tomar nos próximos  dias. Que Deus  possa nos ajudar a encontrar alguém que tenha competência de fazer os devidos encaminhamentos,0,44,0,0,1,0,0,0,0,0,1
FRAUDE PURA. ELEITORES DO BOLSONARO VOTARAM EM LULADRÃO.      TÁ,1,9,0,0,0,0,0,0,0,0,1
Infelizmente fomos roubados e o Brasil caiu nas mãos da esquerda e não o que fazer.,0,16,0,0,0,0,0,0,0,0,0
"Bom dia patriotas. Acredito que o jogo não acabou. Nosso presidente ,para provar a fraude precisa-se de elementos, com esse primeiro turno o presidente tem como provar a fraude. O exército está trabalhando nisso. Não acredito que o presidente  fosse ser tão bobo, afinal ele sabe muito bem as consequência disso para ele e aliados. Para a esquerda não importa o senado é a câmara terem sido eleitos na maioria de Bolsonaro ,pois eles no poder não vão respeitar mesmo. Nosso presidente tem uma cartada para derrubar esse primeiro turno todo. Acreditem , tenham fé,  Deus é nossa força.",0,99,1,0,1,0,0,0,0,0,1
Aqui também em Santa Isabel do Rio Negro é por falta de assessores!,0,13,0,0,1,0,0,0,0,0,0
48.4 do ladrão contra 43.2 puta que pariu foi roubado agente vai ter de ir votar dinovo pqp,1,18,0,0,0,0,1,0,0,0,1
MEU PRESIDENTE ASSISTE ESSE VIDEO SE FOR A VONTADE DE DEUS A GUERRA NÃO 3STA PERDIDA TENS UMA MISSÃO PARA CUMPRIR E VAI CUMPRIR ABRAÇO.,0,25,0,0,1,0,0,0,0,0,1
"Bom dia a todos
Uma semana abençoada
Com fé em Deus
:Brazil::Brazil::Brazil::Brazil::keycap_2::keycap_2::yellow_heart::green_heart:",0,12,0,0,1,0,0,0,0,0,1
Aqui onde moro na região do abc paulista o ladrão também ganhou. Tem muito petralha por aqui,1,17,0,0,0,0,0,0,0,0,1
"Exatamente quem vive de promessa e santo , estes jumentos não aprende puta que pariu 47% um ladrão não e possível foi manipulado NAO PODE SER",1,26,0,0,1,0,1,0,0,0,1
A verdade é que tivemos vitória nos parlamentos que tanto precisávamos. Mas para presidente foi muito estranho ganhamos tantos cargos e perde com essa diferença toda. Achei que seria menor. A verdade é que quem cotou no Lula já votou. Acho que será difícil ele ganhar muito mais votos,0,49,0,0,0,0,0,1,0,0,0
"E isto confiem no capitão ele é um estrategista,vcs estão esquecendo que ele é um enviado de Deus.",0,18,0,0,1,0,0,0,0,0,1
Tinha q ter um outro nome para o governo de direita no ceara,0,13,0,0,0,0,0,0,0,0,0
"Pessoal é o seguinte, tomemos cuidado para não dar bad vibe, eleitores de Bolsonaro não podem desistir, precisamos nos unir, não deixar ter abstenções.
Vamos ter calma e reagrupar. 
Deus tenha misericórdia do nosso Brasil :Brazil:",0,36,0,0,1,0,0,0,0,0,1
Eu sou Paulista mais moro aqui a quarenta anos..tbm fiquei um pouco decepcionado..mais ja esperava...Eles manobram as classes menos escolarizadas para tirar vantagens..so cego nao enxerga isso.,0,27,1,0,0,0,0,0,0,0,0
"O povo brasileiro covarde merece ser governador pela esquerda pois não terá coragem de enfrentar o congresso que quem resolve que tenhamos voto impresso no segundo turno é o congresso através da pressão imediata do povo 
Ingenuidade a nossa e a do nosso presidente em pensar que o sistema ia ficar dentro das 4 linhas 
Fizeram de tudo e o presidente na certeza que iria ganhar no primeiro turno se calou achando que manifestações por todo Brasil surtiria efeito de vitória",0,81,0,0,0,0,0,0,0,0,0
"Claro que tem, eles não são tão bestas em deixar mto na cara",0,13,0,0,0,0,0,0,1,0,0
Deus e grande e poderoso vamos erguer e levantar a vitória de bssonaro do pivo,0,15,0,0,1,0,0,0,0,0,1
"Para presidente… não tenho nenhuma dúvidas de que no dia de ontem ele mostrou para todo o nosso país… a verdade, verdadeira! Bora aumentar estes votos e consagra ló, para ele estar nos representando, pelos próximo 4 anos. Deus acima de tudo!",0,42,0,0,1,0,0,0,0,0,1
Isso o povo não gosta gosta mesmo é da poeira que o outro deixou esse aí sim Terminou a obra em pouco tempo e vai fazer muito mais querendo Deus,0,30,0,0,1,0,0,0,0,0,1
"Bolsonaro é um grande estrategista...desfez os líderes do Ministério dele neste último ano para colocar todos eles no Senado...agora sim, podemos ter impeachment no STF...nem que o Lula consiga entrar na Presidência ele terá que enfrentar um Congresso com 190 Deputados Federais para aprovar qualquer projeto...não vai mais rolar ""mensalão""....
Parabéns a Jair Messias Bolsonaro, um espírito escolhido por Deus...",0,60,0,0,1,0,0,0,0,0,1
"35 milhões de abstenções.  Foi isso que reconduziu a esquerda para o Poder na Argentina, no Chile e em outros países que agora amargam a recessão.",0,26,0,0,0,0,0,0,0,0,0
Ainda há tempo! Creio que Deus pode mudar esse cenário :folded_hands_medium_skin_tone: Mantenhamos nossas espadas desembanhadas!,0,15,0,0,1,0,0,0,0,0,1
"Ninguém é santo como o Senhor; não há outro além de ti, não há Rocha como o nosso Deus!
1Samuel 2:2 NVT

DEUS É BOM :folded_hands_light_skin_tone::folded_hands_light_skin_tone:

BOM DIA :right-facing_fist_light_skin_tone::Brazil::left-facing_fist_light_skin_tone:

BOLSONARO 22:Brazil:",0,31,0,0,1,0,0,0,0,0,1
"É verdade! Infelizmente o povo está acostumado com políticos que faz baixaria nos palanques. Talvez o Capitão Wagner pela sua educação, não quis fazer isso mas tá aí um bandido eleito, e  correndo um grande risco de ladrão lá e ladrão cá.  
Meu Deus!",1,44,0,0,1,0,0,0,0,0,1
Um cara igual Tarcísio..BOLSONARO..capitão cotar..jorginho...deveria ser eleito com margem de 75%%%%....a esquerda ganhou no Maranhão..alagoas com essa margem....sabem porque...sao um povo doutrinado..dependente....querem viver as custa do sistema...sistema esse qui nos trabalhadores sustentamos....com as costas...,0,34,0,0,0,0,0,0,0,0,0
"Ela vai pra quem der cargo pra ela distribuir. Aquele velho toma lá, dá cá",0,15,0,0,0,0,0,0,0,0,0
"974.544 votos de outros candidatos. Destes, 500.000 são da Simone tebet 3° e 310.000 do ciro 4°.

Abstenções assim como outros anos em 20% ou 30 milhões de votos.

Precisamos ir pra rua conversar com os indecisos. Muitos nem sabiam o número do Bolsonaro. A mídia toda bate nele e as pesquisas tb. Porém eles saíram desmoralizados porque erraram feio. 

Bolsonaro terá novas oportunidades pra mostrar seu trabalho, ofuscado pela pandemia e a quase 3° guerra mundial. 

Precisaremos ir pra rua, com calma sem briga. Foi assim que cresceram. 

Outro ponto é a questão de vários candidatos de direita no senado e governadores com tempo pra nós ajudar nessa missão.

Não vamos nos abater! Vamos sim pras ruas no cara a cara.",0,122,0,0,0,0,0,0,0,0,0
Não foi normal,0,3,0,0,0,0,0,0,0,0,0
"Misericórdia 
Deus é  providente,o Demônio  nâo pode mais que Deus,oremos com fé  por este 2 turno.
Deus nâo vai nos abandonar.",0,21,0,0,1,0,0,0,0,0,1
"Agora nosso Presidente tem tudo pra ganhar as eleições.  Tem todos os eleitos disponíveis pra correr atrás de votos pra ele. Vamos colocar os eleitos na responsabilidade de trabalhar em prol daquele que os ajudou a Se eleger, no caso o Presidente! Sem descanso,  sem corpo mole! A batalha será épica! Que Deus nos ajude!!!",0,55,0,0,1,0,0,0,0,0,1
Isso não vai acontecer. Vai ser tudo fraudado outravez. Gostaria muito que fosse diferente mas nosso Presidente é muito passivo. Se não tiver atitudes severas não chegaremos a lugar algum. Essa história de dizer que o povo tem que ir pras ruas pedir isso ou aquilo já deu. Desculpa mas é minha opinião revoltada.,0,54,0,0,0,0,0,0,0,0,0
"Efésios 1.7 | ARC

7 Em quem temos a redenção pelo seu sangue, a remissão das ofensas, segundo as riquezas da sua graça, 

Não mereço, mas o amor de Deus por mim é grande, está acima dos meus erros. Ele me dá, a cada dia, a oportunidade de ser melhor. Me aceita como estou, perdoa meus pecados e muda minha vida.",0,61,1,0,1,0,0,0,0,0,1
É foi um golpe grande que tem que mudar essa história do Brasil pelo amor de deus não existe isto alguém tem que da uma resposta à altura au país.,0,30,0,0,1,0,0,0,0,0,1
Deus é bom o tempo todo! Amizade e trabalho :orange_heart::oncoming_fist_medium-light_skin_tone:,0,10,0,0,1,0,0,0,0,0,1
Quero ver o nordestino indo para São Paulo atrás de emprego,1,11,0,0,0,0,0,1,0,0,0
"Ah quer saber que se foda
Quero que esses filhos da puta que votou no Lula e essa fraude gere uma guerra e tiramos do poder esses merda",1,28,0,0,0,0,1,0,0,0,0
"Claro q é verdade. Isso já foi esclarecido há muito tempo, não é novidade.",0,14,0,0,0,0,0,0,1,0,0
"Guardemos firmemente a esperança da fé que professamos, pois podemos confiar que Deus cumprirá as suas promessas.
(Hebreus, cap. 10: ver. 23) Segunda-feira 03-10-2022.",0,24,0,0,1,0,0,0,0,0,1
"São estas informações que ou é por ingenuidade, ou é algum esquerdista que posta para nos confundir, e aí somos acusado propagar as tais fak News",0,26,0,0,0,0,0,0,0,0,1
"Basta cada um irmão em cristo, conquitar mais um irmão que não entendeu o perigo que corremos e votou no inimigo. Isso, bastará para a vitória do povo de Deus acontecer. :Brazil::Brazil::Brazil::Brazil::Brazil::keycap_2::keycap_2: neles, Deus no coração e vitória garantida! :folded_hands_medium-light_skin_tone:",0,40,0,0,1,0,0,0,0,0,1
"Deus tá no controle de todas as coisas.  Tenhamos fé. 
São muitos joelhos dobrados em oração pelo nosso presidente.",0,19,0,0,1,0,1,0,0,0,1
Como sempre o povo nordestino fudeu o Brasil. para você ver o pessoal do Norte que faz fronteira com os países socialistas 70% 75%. Votou no bolsonaro porque viu a realidade da esquerda lá nos outros países,1,37,0,0,0,0,0,1,0,0,0
"Agora que o povo de Deus está achando que a coisa é brincadeira, isso tá. Precisamos acordar espiritualmente. Pq eles já estão de pé há muito tempo",0,27,0,0,1,0,0,0,0,0,1
Hj eu sei o pq o nordestino é mal visto no sul. Antes eu achava chato o povo do sul descriminar o nordeste e hj vejo que eles tem a razão,1,31,0,0,0,0,0,1,0,0,0
Graças a Deus o nordeste tem as praias se tirar as praias o nordeste se acaba,1,16,0,0,1,0,0,0,0,0,1
Sou nordestino e minha região é uma decepção. Cuidado vc quem sua fazenda,1,13,0,0,0,0,0,1,0,0,0
"Minha análise sobre as eleições ,pode até parecer paranóia minha : O plano estava montado para dar vitória ao Lula, só NÃO  FUNCIONOU porque o número de abstenções  foi muito grande, uns 8 % a menos de abstenções daria tempo para o Luladrão vencer no primeiro turno, por pouco mais de 50% , mais uma vez fomos salvos por um capricho do destino. Com certeza vão bolar outro plano para o segundo turno, ou faz votação no papel ou adia as eleições até que as urnas sejam equipadas com impressoras , porque eles não vão desistir",1,96,0,0,0,0,0,0,0,0,1
Tenhamos um dia abençoado em nome Senhor JESUS CRISTO!!!:folded_hands_dark_skin_tone::folded_hands_dark_skin_tone::raising_hands_dark_skin_tone::raising_hands_dark_skin_tone::saluting_face:,0,9,0,0,0,0,0,0,0,0,0
