text_content_anonymous,preconceito,num_tokens,Capacitismo,Gordofobia,Int.Religiosa,LGBTFobia,Misoginia,Xenofobia,Racismo,Hetarismo,Prec.Politico
"Não só isso, mas também nos gloriamos nas tribulações, porque sabemos que a tribulação produz perseverança; a perseverança, um caráter aprovado; e o caráter aprovado, esperança. E a esperança não nos decepciona, porque Deus derramou seu amor em nossos corações, por meio do Espírito Santo que ele nos concedeu.  Romanos 5: 3-5",0,52,0,0,1,0,0,0,0,0,1
"Vc não sabe de nada, o Messias aos Cristãos veio salvar o homem do PECADO, Bolsonaro defende os princípios cristãos, e tem que entender a ideologia de esquerda, Aborto, Drogas, ideologia de Gênero",0,33,0,0,1,0,0,0,1,0,0
Maçonaria não é seita. É uma entidade de valor. Não cabe desrespeito nem preconceito.,0,14,0,0,1,0,0,0,0,0,0
"O PACHECO É  UM TRAÍDOR NAO  FEZ NADA TRAIU O PR E  EM CONLUIO COM O MORAES,  TODOS OS PROCRSSOS DE  IMPECHEMENT X MORAES DO PACHECO FORAM ENGAVETADOS,  O CONGRESSO UM LIXAO DE RATOS,SEGUNDO SENADOR LASIER.

NAO E PARA SAIR DAS RUASSSS, TODAS AS CPIs serão seputadas no  CONGRESSO NACIONAL.

Não SOMOS SÓ BOLSONARISTAS, SOMOS PATRIOTASSSS.

Pressão no Senado da impunidade do STF COMUNISTA CRIMINOSOOO, MENSALAO, PETROLAO, BNDES, CEF, PREVIDÊNCIA,  FUNDO DE PENASAO, RADIOLAO, COVIDÃO.

O MAIORRRRRRRR CRIMINOSOOOO DA MAFIAAAA DO NARCO TRÁFICO IMPUNE PELO STF CRIMINOSO DESTRUINDOOOO O BRASIL.

O BRASIL É  O PAÍS MAIS RICO E COBIÇADO DO MUNDO POR ISSO A MAFIA DO CRIME. 

O BRAGA NETO,DISSE QUE ESTAMOS EM GUERRA, PATRIOTAS ÀS RUASSSS PARA AS FFAA ARMAS AJUDAAR O BRASILLLL.

TEM  QUE PEDIRRRR COM PROTESTOS NÃO COM BANDEIRINHAAA , COM FAIXAS DE PROTESTOOO  NÃO QUEREMOS COMUNISMO NO PODER.",0,142,0,0,0,0,0,0,0,0,0
"Vamos trabalhar povo pelo nosso Brasil. Espalhem vídeos áudios. No telegram, Instagram  Facebook. Para depois não se arrepender. Vamos gritar bem alto para todo mundo ouvir. BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS.:Brazil::Brazil::Brazil::Brazil::rolling_on_the_floor_laughing:",0,35,0,0,1,0,0,0,0,0,1
"CONTINUO NA BATALHA ATÉ O FIM , COM DEUS , FÉ, JOELHO NO CHÃO, JEJUM E ORAÇÃO. EU NÃO DESISTO JAMAIS,",0,21,0,0,1,0,0,0,0,0,1
"Que você tenha uma quinta-feira agradável e cheia de belas surpresas.  Antes de sussurrar suas orações, elas serão respondidas...
  Deus te abençoe hoje e sempre...

  Boa quinta-feira meus grandes investidores :Brazil::red_heart::red_heart::red_heart::red_heart::red_heart::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:",0,31,0,1,1,0,0,0,0,0,1
"Estude amigo.
Estou pelo meu País. 
E Satanás é aquele que faz estádio e mata o povo.",0,17,0,0,1,0,0,0,0,0,0
"Juízes 10:
...
3. E depois dele se levantou Jair, gileadita, e julgou a Israel vinte e dois anos.

 ////////////////////////////////////    

Eclesiastes 10:          
...
2. O coração do sábio o inclina para a direita, mas o coração do tolo o inclina para a esquerda. :Brazil:",0,44,0,0,0,0,0,0,0,0,0
":Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:
               30/10/22

MEDITAÇÃO

 Asseguro-te que minhas declarações procedem de um coração íntegro; meus lábios falam com sinceridade do conhecimento que tenho.
Jó 33:3

O Verdadeiro valor de uma pessoa não está na beleza de sua face, nem na riqueza de seus bens mais na simplicidade de seus atos e na sinceridade de suas palavras.

VOTA CERTINHO,
VOTA 22 PELO BRASIL...

Medite Nisso!

Por isso, celebremos a festa, não com fermento velho, nem com o fermento do maligno e da corrupção, mas com os pães sem fermento da sinceridade e da verdade.
1 Coríntios 5:8

Tenhamos um dia de vitória, um dia longe de mãos sujas de mentiras, roubos e subornos!!

:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0,111,0,0,1,0,0,0,0,0,0
"Bora lá canvecer os que não votaram é uma obrigação nossa, hoje eu consegui trazer duas pessoas de volta pra DEUS"" até lá uns 10 votos vou garantir",0,28,0,0,1,0,0,0,0,0,1
"Meu Deus. Este grupo está parecendo uma piada !!!!
Pessoas de esquerda/ junto com nós de direta.",0,17,0,0,1,0,0,0,0,0,1
"Esquerda disfarçada no grupo? Não está sabendo dosar a emoção está se entregando hein amigo! rsrs
Questões da vacina já está mais que pacificada, quem ainda não entendeu não tem cérebro, ou não se atualizou dos fatos. Questões de relações internacionais são estritamente políticas e estratégicas, se não sabe disso, não deveria nem comentar o assunto.",0,56,0,0,0,0,0,0,0,0,0
"Se existe 1% de chance de a vacina ou qualquer outra coisa ser a marca da besta, você arriscaria?

""O temor ao Senhor é uma fonte de vida e ajuda a evitar as armadilhas da morte.”
Provérbios 14:27

“Jesus respondeu: — Mas as Escrituras Sagradas também dizem: “Não ponha à prova o Senhor, seu Deus.””
Mateus 4:7 

Um verdadeiro cristão deve temer a Deus e ficar longe de tudo que posso desagradá-lo.
Quem de fato conhece a gravidade disso jamais se arriscaria a fazer qualquer coisa que desagrade a Deus ou comprometa sua salvação.

“De tudo o que foi dito, a conclusão é esta: tema a Deus e obedeça aos seus mandamentos porque foi para isso que fomos criados.”
Eclesiastes 12:13",0,121,0,0,1,0,0,0,0,0,1
"E o Deus da paz em breve esmagará Satanás sob seus pés. 

A graça de nosso Senhor Jesus Cristo esteja convosco. Amem""

Romanos 16:20

           Team Rebel Alliance
   Juntos com você no despertar.
            [USER] :wind_face::fire:",0,34,0,0,1,0,0,0,0,0,1
":stop_sign: Percebam que em 2 horas e 5 minutos de apuração, o percentual de votos para um dos candidatos só subiu e o do outro só desceu :stop_sign:
NÃO TEVE OSCILAÇÃO NOS NÚMEROS APURADOS EM NENHUM MOMENTO!!!!

ESTRANHO",0,38,0,0,0,0,0,1,0,0,0
"Então cadê eles e por que permitiram? Na região da Av Paulista ficamos sem sinal de internet o dia todo na segunda - feira após as eleições , só retornou as 23h00. Em Santos perto da escolas de votação, cortaram a internet , sumiram com cabos no sábado de manhã  , em Alagoas as urnas apagava e voltava em branco …",0,61,0,0,1,0,0,0,1,0,0
"Para quem ainda não percebeu o VOTO de revolta ou Útil dos indecisos e até mesmo de quem votou na Esquerda no primeiro turno e que será depositado em 30 /10/22  nas urnas  Bolsonaro é muito maior do  que se possa imaginar .  A indignação da sociedade com estes atos de barbárie, CENSURA promovidos pelo PT / Judiciário é enorme e  a absoluta maior parte da sociedade brasileira está de olhos bem abertos e vigilantes.  A vacina em dose única no segundo turno é BOLSONARO 22 :Brazil:  Contra a Censura ,  contra a Ditadura , pela liberdade de expressão, pelo bem do Brasil e de nossas vidas e futuro de nossos filhos, netos, familiares e amigos  BOLSONARO 22 :Brazil:",0,119,0,1,0,0,0,0,0,0,1
":open_book: Romanos 3:23
“Porque todos pecaram e destituídos estão da glória de Deus”",0,13,0,0,1,0,0,0,0,0,1
":clipboard:Anote esta data, 22 de outubro, o Dia da Virada!:Brazil:

Em Belo Horizonte temos um encontro marcado a partir de  09h, na Praça de Esportes da Pampulha.
Um evento voltado para toda família e contará com a presença da primeira dama, Michelle Bolsonaro e da senadora Damares.

Movimentos de Direita Conservador de MG, os Prs. Jorge Linhares, Daniela Linhares , líderes religiosos cristãos e  Movimento Mulheres com Bolsonaro se unem para entoar em uma só voz a importância da luta pela proteção das nossas crianças, famílias e pela nossa liberdade!

:check_mark_button:Traga toda a sua família, convide alguém que nunca participou de uma manifestação pró-Bolsonaro e se surpreenda com um evento jamais visto em BH!

A hora da virada é agora! :Brazil:

:Brazil:Belo Horizonte
:warning::check_mark_button:Dia 22 (sábado) a partir de 9 horas na Praça de Esportes da Pampulha (ao lado do parque Guanabara).",0,142,0,0,0,0,0,0,0,0,1
"Êxodo 14.15 
15 Então, disse o Senhor a Moisés: Por que clamas a mim? Dize aos filhos de Israel que marchem. 

Quantas vezes você já parou de caminhar ao ver uma dificuldade? Hoje o Senhor quer nos lembrar de que, uma vez recebida a promessa, é hora de marchar! Se o Senhor te disse algo, como disse ao povo de Israel que eles seriam libertos, creia que se cumprirá. O Deus que prometeu ontem, é o mesmo hoje. Marche!",0,79,0,0,1,0,0,0,0,0,1
"22. E eis que uma mulher cananeia,(GOY :cow_face:) natural daquelas regiões, veio a Ele, clamando: “Senhor! Filho de Davi,:star_of_David: tem compaixão de mim! Minha filha está horrivelmente tomada pelo demônio”.
23. Ele, porém, NÃO LHE RESPONDEU QUALQUER PALAVRA. Então, os SEUS DISCÍPULOS, aproximando-se, pediram-lhe: “MANDA ESSA MULHER EMBORA , pois vem gritando atrás de nós”.
24. Ao que JESUS REPLICOU : “Eu NÃO FUI ENVIADO, SENÃO ÀS OVELHAS PERDIDAS DA CASA DE ISRAEL :Israel: ”.
25. Chegou então a mulher e o adorou de joelhos, SUPLICANDO : “Senhor, AJUDA-ME !”
26. Ao que Jesus lhe respondeu: “NÃO É JUSTO TIRAR O PÃO DOS PRÓPRIOS FILHOS :star_of_David: para alimentar os CÃES (GOYNS :cow_face:) de estimação”.
(Mateus, 15)

:speaking_head: [USER]",0,118,0,0,1,0,1,0,0,0,0
"Quais os frutos que o Lula tem pra mostrar? Destruição das famílias tradicionais, ideologia de gênero, liberação de todas as drogas, destruição do cristianismo? É sobre isso que vc está falando? Bolsonaro é sim temente à Deus. Lula se diz ser a favor de Barrabás ao invés de Jesus. Tome muito cuidado com seus argumentos cheios de ódio por um presidente que está defendendo o Brasil da NOM. Vc sim, está me parecendo “aqueles que veem para confundir, enganar e destruir” a batalha espiritual que está posta é a guerra do bem contra o mal. Vc está criando dissidências dentro do grupo dos que defendem Deus em primeiro lugar, a pátria, a família e a liberdade.",0,116,0,1,1,0,0,0,0,0,1
"e outra coisa, Romanos 13 diz o seguinte:

Toda a alma esteja sujeita às potestades superiores; porque não há potestade que não venha de Deus; e as potestades que há foram ordenadas por Deus. Por isso quem resiste à potestade resiste à ordenação de Deus; e os que resistem trarão sobre si mesmos a condenação. Porque os magistrados não são terror para as boas obras, mas para as más. Queres tu, pois, não temer a potestade? Faze o bem, e terás louvor dela. Porque ela é ministro de Deus para teu bem. Mas, se fizeres o mal, teme, pois não traz debalde a espada; porque é ministro de Deus, e vingador para castigar o que faz o mal. Portanto é necessário que lhe estejais sujeitos, não somente pelo castigo, mas também pela consciência.

Romanos 13:1-5",0,135,0,0,1,0,0,0,0,0,1
"Meu Deus vai cumprir
Vão jogar pesado vão forjar boatos
Do dia pra noite vão te transformar em réu
Achando que as promessas de Deus
Não vão sair do papel, mas Deus vai cumprir
Se foi Deus que falou, está falado e pronto
Nem o inferno inteiro invalidará
Não há sepultamento pras promessas dele
Que passe céus e terra, ele cumprirá",0,61,0,1,1,0,0,0,0,0,1
"Os que entendem realmente da coisa, sabem a tragédia que aconteceu domingo, tragédia para a esquerda.",0,16,0,0,0,0,0,0,0,0,0
"Não é isso, só acho que como ele era jovem não sabia o que estava fazendo muito imaturo meu mito",0,20,0,0,0,0,0,0,0,1,0
"sé tudo isto for verdade louvado seja O nosso Deus, porque estamos meio que cem resposta da fraude cada um fala uma coisa então fica muitas duvidas pairando , uma coisa eu tenho certeza e q meu voto cera 22 novamente se for roubado de novo? eu fiz a minha parte .",0,52,0,0,1,0,0,0,0,0,1
Esse povo está louco. Como o Janones que criou isso e espalhou . A personificação do MAL,0,17,1,0,0,0,0,0,0,0,0
"Exato! Já imagino a resposta do TSE diante desse relatório raso: Reconhecemos assim como no relatório apresentado que  não é possível afirmar que 
o sistema eletrônico de votação está isento da influência de um eventual código malicioso que possa alterar 
o seu funcionamento,  entretanto sugerir ou afirmar o uso de  tal código malicioso nessa eleição não condiz com a realidade dos fatos sendo tais dizeres de caráter meramente especulativo.

O relatório é claro e objetivo e o seu conteúdo não faz menção de nenhuma evidência que  comprove a existência de  fraudes nas urnas ou que  anule essa eleições. 

O TSE preza pela democracia e pela transparência e diante do resultado do relatório apresentado e da situação que vem se configurando em todo o País o TSE decide dar continuidade a transição para o novo governo.

Assinado: Xandão o Deus da canetada.",0,141,0,0,1,0,0,0,1,0,1
"ALERTA
ESSE GRUPO FOI CRIADO PELA ESQUERDA COM NOME DE BOLSONARO E ESTA PEDINDO FOTO DO COMPROVANTE, PRA FRAUDAR AS URNAS COMO JÁ FIZERAM, Ñ MANDEM MAIS FOTO ALGUMA, E TEM VÁRIOS AQUI TENTANDO DENEGRIR A IMAGEM E CARATER DO PRESIDENTE, TENTANDO GERAR DUVIDA EM VCS, SAIAM RÁPIDO DESSE CANAL E Ñ ENTREM E NEM COMPARTILHEM COM MAIS NINGUÉM ESSE LINK AQUI QUE ELES MESMO COMPARTILHAM, ESTÃO TENTANDO TE ENGANAR SAIAM DAQUI E PERMANEÇAM COM VOTO NO BOLSONARO ELE TEM VALORES QUE A ESQUERDA JAMAIS VAI SABER O QUE É VALOR EM UMA PESSOA, DEUS ABENÇOE


DENUNCIEM ESSE CANAL DE ESQUERDA COM NOME DO PRESIDA, PT NUNCA MAIS, CHEGA DE SAFADEZA E PILANTRAGEM DO DIABO DA ESQUERDA QUEREM DIVIDIR O POVO E AS URNAS FORAM ALTERADAS",0,126,0,0,1,0,0,0,1,0,1
:warning: -  Só avisando pessoal os esquerdista estão invadindo e criaram vários grupos pra enganar o pessoal que apoia o Presidente Bolsonaro.,0,22,0,0,0,0,0,0,0,0,1
"Só deus mesmo pra nos defender. Eu Votei nele, e não vou compatuar com isso,pq eu sou cristã, Nem eu e nem minha congregação votaremos nesse representante do demônio na terra. .A verdade está aí, para todos. Chega. Bolsonaro nunca mais! Que acerte as contas com o nosso senhor Jesus Cristo
Votarei nulo!",0,53,0,0,1,0,0,0,0,0,1
"Bom dia! Feliz sábado de Paz e descanso no SENHOR :potted_plant:
15/10/22
Clamor pela Nação Brasileira
Não recordes contra nós as iniquidades de nossos pais, nem atentes para a nossa própria transgressão que têm sido inúmeras; antes apressem-se ao nosso encontro as Tuas Misericórdias, pois estamos sobremodo abatidos e não há ninguém que possa nos livrar. Assiste-nos, ó Deus e Salvador nosso, pela Glória do Teu Nome; livra-nos e perdoa-nos os pecados, por Amor do Teu Nome. Chegue à Tua Presença o nosso gemido pois somos como cativos em nossa própria terra; porque temos estado à mercê de juízes iníquos e corruptos; consoante a Grandeza do Teu Poder, preserva-nos visto que estamos sentenciados à morte. Contudo, nossa confiança está em Cristo Jesus que é nosso Advogado Justo. E quanto a nós, Teu Povo e ovelhas do Teu Pasto, para sempre Te daremos graças; de geração em geração proclamaremos os Teus louvores. (Sl 79:8-9,11,13 adaptado)",0,154,0,0,1,0,0,0,0,0,1
"Isso aí fato meu Nobre.
Meus Queridos Descansa no senhor. Eu creio em nome de Jesus que essa luta ainda não acabou. Parem de lamentações e confia naquele que tudo pode. Somos o povo eleito do senhor.",0,37,0,0,0,0,0,0,0,0,0
"É o que eu penso também. Estes que passam a vida escondidos, como ratos na toca; que morrem de medo de expor um fio de cabelo que seja; que não manifestam as suas opiniões; que não participam das lutas, que nunca fizeram diferença alguma, mas apenas se preocuparam em encher suas barrigas; o lugar reservados para estes é o inferno.
* Assim, porque você é morno, não é frio nem quente, estou a ponto de vomitá-lo da minha boca. Apocalipse 3:16 *",0,82,0,0,1,0,0,0,1,0,0
"A MULHER TEM A TENDÊNCIA EM SER MAIS EMOCIONAL QUE NÓS HOMENS. MAS TEM UMA BOA EXCESSÃO, A MAIORIA DAS MULHERES DESSE PAÍS, SÃO INTELIGENTES, RACIONAIS E BOLSONARISTAS, A MULHER RACIONAL, SABE QUE EXISTE UMA AGENDA DA ONU 2030, E BOLSONARO JUNTO COM PUTIN, SÃO OS ÚNICOS CONTRA O GLOBALISMO, POIS BOICOTARAM TRUMP.

MULHERES BONITAS DE 
"" DIREITA ""
PARABÉNS !!!
BOLSONARO 2022
VITÓRIA NO 2T :Brazil::Brazil::Brazil:",0,67,0,0,0,0,1,0,0,0,0
"Ainda bem que lula disse, que só Jesus Cristo vence ele, nessa eleição. O problema que ele acha que Jesus Cristo está morto…  
Mas ele é o mesmo ontem hoje e sempre!!! Vamos orar por esta nação",0,37,0,0,0,0,0,0,0,0,0
"Será que precisa desenhar?
Quem sabe oque é uma estratégia, tem olhos de águia,  paciência deJó. O nosso presidente é iluminado pelas nossas orações. Vamos a luta. NOSSA BANDEIRA JAMAIS SERÁ VERMELHA.

DEUS NO COMANDO SEMPRE.",0,36,0,0,1,0,0,0,0,0,1
":warning::pill::eyes::Ukraine::U.S._Outlying_Islands:

:large_blue_diamond: :backhand_index_pointing_right: Fundador do Pink Floyd chamou os EUA de o maior mal do mundo: 'Estou na 'lista de mortes' da Ucrânia

:red_triangle_pointed_down: Waters diz que a maioria de nós é alimentada com nossas histórias em vez de chegar às nossas próprias conclusões graças à mídia que é ""totalmente controlada"" e ""monopolizada por aqueles que estão no poder e no governo"".

:red_triangle_pointed_down: Essa mídia maleável, continua ele, nos inspira a imaginar que a Rússia e a China são ruins, enquanto os Estados Unidos, ao contrário, são bons.

:red_triangle_pointed_down: ""É claro que nós, quando digo 'nós', quero dizer contribuintes americanos, não é isso que somos. Somos o maior mal de todos"", diz ele. ""Estamos matando mais pessoas.  Interferimos nas eleições de mais pessoas.  Nós, o império americano, fazemos toda essa merda.""

:red_triangle_pointed_down: O músico também citou informações falsas e propagandísticas sobre supostos crimes cometidos pelos militares russos na Ucrânia na mídia ocidental.

:blue_circle:Desligue-se da falsa mídia! Inscreva-se à 

:Japanese_symbol_for_beginner: [USER]",0,160,0,0,0,0,1,0,1,0,0
Foi em uma fala parecida com essa que o Titanic afundou. Ninguém é maior que Deus,0,16,0,0,1,0,0,0,0,0,1
"E necessário e difícil o sistema e foda mas são poderosos e não e apenas na indignação e revolta que se destrói uma organização criminosa.Mantenha a fé,fique atento na trincheira se for preciso claro que vou a guerra,eu posso tombar mas será em pé,mas jamais de joelhos aos tiranos e satânicos desse mundo.Bora é 22 neles",0,56,0,0,0,0,0,0,1,0,0
"░▒▓█►─═🅼:A_button_(blood_type):🆃🆁🅸🆇═─◄█▓▒░:
:black_small_square:Promotor afirma que  o presidiário  foi “eleito” pelo STF  e não pelo povo.

:black_small_square:Essa é a mais clara verdade, queiram ou não essa foi a maior manobra política da história e a mais suja de todas.

""E conhecereis a verdade, e a verdade vos libertará.""
João 8:32

""And ye shall know the truth, and the truth shall make you free.""
John 8:32

Se inscreva em nosso CANAL e compartilhe a nossa RED PILL.

Canal [USER]
Grupo [USER]

Eric de Paula:
:backhand_index_pointing_up_light_skin_tone:BH/MG , não temos a data.
A nossa solidariedade sempre foi uma marca! Deus abençoe!
Ajuda humanitária nunca foi atos antidemocráticos,  só um ditador assassino maldito diria que são. 
:folded_hands_light_skin_tone::Brazil:",0,111,0,0,1,0,1,0,1,0,1
"Como pode o Bolsonaro ter eleito tantos candidatos que apoiou e ele mesmo não ter vencido?
Até o Castro que recebeu o apoio dele teve mais votos do que o Bolsonaro. Não estou comparando a nível nacional, mas acho estranho essa diferença.",0,42,0,0,0,0,0,1,0,0,0
Ttaidora da nação e principalmente de Deus nosso Pai e Criador YHWH YAHUAH TZEVAOT :latin_cross::open_book::folded_hands_medium-light_skin_tone:,0,15,0,0,1,0,0,0,0,0,1
":money_with_wings::elephant: — Elon Musk disse aos seus seguidores sairem de casa para votar em candidatos republicanos. 

Elon Musk não está comumente atrelado a um espectro político, mas parece ir contra toda a elite – ao qual se inclui por ser o homem mais rico do mundo.

:gear:Inscreva-se em [USER]!",0,49,0,0,1,0,0,0,0,0,0
"Daniela vc não me entendeu. Em nenhum momento concordei com a tirania do Alexandre, pelo contrário,isso é ditadura contra nós da direita. Entendo sim oq está acontecendo,e sim ,de isso continuar vai virar pra nós tbm, concordo com vc plenamente,oq eu quero dizer, é que sei q ele pode estar nervoso com tudo isso, todos nós estamos tbm, sei como está sendo difícil isso tudo,nunca vimos isso antes no Brasil, mas oq quero dizer é que pra gente lutar contra essa ditadura de toga primeiro temos que vencer a eleição, senão,aí danou se de vez,se o Lula ganhar acabou o Brasil.",0,101,0,0,0,0,0,0,0,0,1
"Envie esse documentário pro máximo de pessoas que mostra um pouco da realidade do povo na Venezuela depois do governo comunista, e sabemos que a realidade é ainda pior e as pessoas comeram seus gatos e cachorros devido a fome e até estão invadindo zoológicos e comendo até animais impróprios pra consumo humano. Isso não está nesse vídeo mas é um fato que já está conhecido. Todos os dias milhares de famílias fogem da fome e até morrem na fronteira e o povo de Roraima( estado que faz divisa com a Venezuela) as pessoas vêem tantos Venezuelanos sofridos por causa da ditadura comunista que lá o PT foi extirpado, não tem um vereador, prefeito ou governador petista lá e precisamos fazer o mesmo pelo nosso país pois eles só não implantaram o comunismo aqui porque a Dilma  foi barrada no 7° passo para essa implantação.",0,145,0,0,0,0,0,0,0,0,1
Este é outro que sempre apronta e nada acontece. Está tudo muito estranho,0,13,0,0,0,0,0,1,0,0,0
"Kim D. Paim[USER]

:pencil:
O Lula já acionou a justiça para tirar o Roda-Viva do ar?

As revelações do Boulos caíram como uma bomba no mercado financeiro.",0,27,0,0,0,0,0,0,0,0,1
":police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::collision:

PESSOAL ESSES GRUPOS SÃO DE ESQUERDA, EU ESTAVA DENUNCIANDO ELES QUE ERAM DE ESQUER E FUI BANIDO DOS GRUPO, NÃO ENVIEM COMPROVANTE DE VOTAÇÃO, A NÃO SER QUE O BOLSONARO EM LIVE DIGA ISSO",0,35,0,0,0,0,0,0,0,0,0
"Não consigo entender essa sua analogia com o nazismo, vc está querendo dizer que a polícia é nazista? Quando os saldados alemães levavam alguém essa pessoa estava indo para a morte, ela não seria só presa, seria torturada e morta, comparar uma ordem de busca e apreensão com os assassinatos a judeus é jogar baixo! Roberto Jefferson foi preso em uma investigação contra o combate ao extremismo, ameaçando atentados e com arsenal em casa! Uma pessoa de bem não ameaça efetuar atentados para matar cidadão brasileiro! Como falei anteriormente, ele deveria ter se entregado pq isso não ajudou em nada o presidente, foi desnecessário e muito imprudente! Estamos na reta final e quem atira em policial é bandido! Agora é lutar contra isso e votar 22 na urna!",0,128,0,0,1,0,0,0,0,0,0
"EU NÃO ACREDITO QUE O GRUPO ESTÁ DISCUTINDO SOBRE SER OU NÃO MACONS???? 
PELO AMOR DE DEUS.... VCS ESTÃO CAINDO NA LÁBIA DA ESQUERDA PARA TIRAR VOTOS DO PRESIDENTE BOLSONARO. 
ACORDEM POR FAVOR..... 
O PRESIDENTE BOLSONARO, É PRESIDENTE DE TODOS OS TIPOS DE PESSOAS, COM ÀS MAIS DIFERENCIAS RELIGIOSAS, RAÇAS, COSTUMES. 
PAREM COM ESSE MI-MI-MI.",0,55,0,0,1,0,0,0,0,0,1
"Eu e minha esposa não pudemos votar este ano, mudamos de cidade e por isso perdemos o prazo para o voto em trânsito. Então iremos justificar no primeiro e segundo turno. Mas nossa família no Ceará  votam em Bolsonaro. Pedi para falarem com amigos  que votaram em outros candidatos para darem o voto de confiança e já  estamos tentando mostrar aos amigos  no WhatsApp sobre as propostas da direita que convence muito maus que a esquerda.  Se Deus quiser vai dar tudo Certo para nosso Capitão :raising_hands_medium-light_skin_tone:",0,87,0,0,1,0,0,0,0,0,1
Claro que não é ! estou compartilhando a informação de que se o partido ganhar o mesmo pretende dar o auxílio somente aos vacinados caso ganhe a eleição!,0,28,0,0,0,0,0,0,1,0,0
"todos q apoiaram bolsonaro alan dos santos, daniel silveira, bob jeff se ferraram, não me surpreenderia se os bolsonaristas forem presos ou mortos qndo Lula assumir e tiranizar tudo com o apoio total do stf",0,35,0,0,1,0,0,0,0,0,0
Você conhece o Pastor Sandro Rocha? Ele fala sobre geopolítica todo dia às 14h no YouTube e Facebook. Você encontrar também o canal Igreja do Porto de Cristo. Ele é muito bem informado e tem contatos com gente grande… assista. Existe sim uns poucos militares de esquerda mas não acredito que seja esse o caso.,0,55,0,0,0,0,0,0,0,0,0
"Bom dia patriotas, por favor eu preciso do número dos candidatos de direita",0,13,0,0,0,0,0,0,0,0,0
"Meu amigo, hoje tu tens a escolha - vida ou morte- qual vais a aceitar? Amanhã pode ser muito tarde: hoje CRISTO te quer libertar. Jesus Cristo falou: dê a César o que é de César, e a DEUS o que é de DEUS. Quem tem o coração que tende para o bem, e pensa como eu, aquele que se ama, ama o seu próximo, o que não quer para si, não deseja para o outro. Siga-me..vamos orar e jejuar, vamos seguir o exemplo das grandes pessoas de fé  da bíblia,",0,91,0,0,1,0,0,0,0,0,1
"Deus faz a parte Dele se fizermos a nossa. Nossa nação tem q se humilhar, dobrar os joelhos e clamar o poder de Deus sobre a nossa nação. Desses milhões q votaram, quantos pararam suas vidas para, dobrar os joelhos e rezar. Não pode ser só nas passeatas, motociatas e comícios a oração. Tem q ser todo dia, na intimidade com Deus. Criar esse vínculo com Deus, todos juntos, mas cada um em particular tb. Se cada um tirar ao menos 30 min do seu dia e parar verdadeiramente e clamar a Deus, se humilhar a Deus pedindo que Deus sare a nação, o impossível para muitos acontecerá. E Deus irá mostrar a sua força. Mas a nossa nação ainda está fraca e agora instabilizada pela manipulação tosca dos sinistros da injustiça humana.",0,133,0,0,1,0,0,0,0,0,1
Irmãos Jesus me revelou em oração que tudo isso que está acontecendo faz parte do propósito de Deus para as pessoas enxergarem a verdadeira face de Bolsonaro. Vocês estão tendo a oportunidade de enxergar. Deus está nos alertando sobre o mal que está por vir. Atentai para os sinais de Deus. Bolsonaro não é o escolhido. Bolsonaro não terá mais o meu voto.,0,63,0,0,1,0,0,0,0,0,1
percebeu cara que falou apos dele tava quase rindo? Ele tava rindo da esteria do repórter militante da esquerda aquele Zé ruela,0,22,0,0,0,0,0,0,0,0,0
"É da campanha de primeiro turno, não sei se ainda está ativo.",0,12,0,0,0,1,0,0,0,0,0
Acabei de votar pessoal. E fui de Daniel. Deus é brasileiro,0,11,0,0,1,0,0,0,0,0,1
"Antes de os juízos finais de Deus caírem sobre a Terra, haverá, entre o povo do Senhor, tal avivamento da primitiva piedade como não fora testemunhado desde os tempos apostólicos. O Espírito e o poder de Deus serão derramados sobre Seus filhos. Naquele tempo muitos se separarão das igrejas em que o amor deste mundo suplantou o amor a Deus e à Sua Palavra. Muitos, tanto pastores como leigos, aceitarão alegremente as grandes verdades que Deus providenciou fossem proclamadas no tempo presente, a fim de preparar um povo para a segunda vinda do Senhor.  - GC 464.1",0,97,0,0,1,0,0,0,0,0,1
"Romanos 1: 16 Porquanto não me envergonho do Evangelho, porque é o poder de Deus para a salvação de todo aquele que nele crê; primeiro do judeu, assim como do grego; 17 visto que a justiça de Deus se revela no Evangelho, uma justiça que do princípio ao fim é pela fé, como está escrito: “O justo viverá pela fé”. - Bíblia KJA Offline",0,64,0,0,1,0,0,0,0,0,1
