text_content_anonymous,preconceito,id,rotulo_chatgpt
"Já trm grupo """"""""""De Direita"""""""" pronto pra repetir o capitólio. Vai lá!:goblin::goblin::goblin::clown_face::clown_face::clown_face:",0,1326,1
"Guia-me na tua verdade, e ensina-me, pois tu és o Deus da minha salvação; por ti estou esperando todo o dia. Salmos 25:5

Alegrai-vos na esperança, sede pacientes na tribulação, perseverai na oração; Romanos 12:12",0,970,0
"Depois de descobrir que o presidente tá apoiando essa igreja do diabo vou votar nulo , não voto em ladrão e nem em satanista",1,2105,1
mas ele eh mais a troca de favores ou seja ele pediria p manter o xandao nis 7 e todos sabem q impossivel pq dia 2 sera o primeiro pedido de renovacao daquela Carmem Lucia e Xandao pq eles votaram no caso do Luladrao contra e dos a favor de anulacao dos processos e se essa Carmen nao tivesse mudado hj esse 9 dedos tava nas grades,1,1865,1
Tem infiltrado danso coração apoiando saqueadores ae.. vamos ficar de olho.. to restreando voces seus comuna fdp..,1,2313,1
"GENTE!! EU ACHEI QUE ERA MONTAGEM DE PETRALHA SAFADO PARA NOS ENGANAR MAS NAO TM COMO SER COM ESSES VIDEOS!! ESTOU EM
ESTADO DE NEGAÇÃO ALGUEM PODE ME EXPLICAR E ME DIZER QUE ISSO TUDO É MENTIRA?? ESTOU MUITO MAL SABE!? JA TOMEI DOIS CALMANTES ALGUEM PODE ME DIZER QUE ISSO NAO É VERDADE????",1,2541,0
"ALERTA AOS GRUPOS DE DIREITA EM TODO BRASIL, ESTAMOS SENDO ATACADOS:backhand_index_pointing_down_medium-dark_skin_tone:",0,1084,0
":smiling_face_with_hearts: mortal teoriza meteorica-mente sem viver a história 

a terra é linda o espaço é habitável e não é caos, fantasia droga e cobiça o planeta, andorinha faz verão junto com alegria, cada faz o que sabe fazer, plantar e colher e o infeliz é ladrão 

dúvida preocupa o medo, sonho e pesadelo ao estado profundo, e se o céu for vermelho as montanhas não são dinheiros, a cortina cinza não vê o verde nem ouro 

o mundo fantasia a m.e.r.d.a de todo lugar, as encostas regressivas, corra e seja livre da masmorra, a sócia-lista nada o barco tomba e o fundo não é o bastante, o arrogante progressista negacionista da origem da vida 

:flushed_face::backhand_index_pointing_right_light_skin_tone::Brazil::Brazil::Brazil::Israel::raising_hands:",1,2601,0
":police_car_light:O GRUPO VAI ABRIR SÓ NO DOMINGO!

VAMOS VOLTAR PARA REALIDADE!!!

O GRUPO VAI SER ABERTO PARA POSTAGEM E COMENTÁRIOS NO DOMINGO!!!

É TEMPO DE ORAR :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:

QUE DEUS TENHA MISERICÓRDIA DO NOSSO BRASIL!!!:Brazil:

Oséias 4:6

6Meu povo foi destruído
por falta de conhecimento.
""Uma vez que vocês rejeitaram
o conhecimento,
eu também os rejeito
como meus sacerdotes;
uma vez que vocês ignoraram
a lei do seu Deus,
eu também ignorarei seus filhos.:folded_hands:",0,706,0
Ato falho ou ato pensado. Não importa. Lulalixo. Luladrão. Lulaesgoto. Perdeu imundície.  //  Bolsonaro reeleito :Brazil::smiling_face_with_sunglasses::raising_hands::flexed_biceps::Brazil::clapping_hands::thumbs_up::Brazil:,1,2924,1
"Não me interpretem mal , sou brasileirista , amo meu país e não quero ver essa corja esquerdopata no comando,  mas as coisas estão feias, a censura come solta e ninguém reage.",1,2709,0
Me fala aí q vc seria o novo Deus pq onipresente ele não é,0,1088,0
"POEQUE ELE VAI SER PRESO? ELE NAO COMETEU NENHUM CRIME. QUEM ROUBOU FOI O LULADRÃO. ESSE SIM, TERIA QUE ESTÁ PRESO.",1,1926,1
"Pessoal, a dica é: Orientem familiares a revezarem nas ruas!
Não saiam dos pontos próximos aos quartéis.
É a estratégia em caso de possível retaliação por parte da esquerda MTST/MST, guardas Municipals etc.
Alí é Área Militar.
É uma forma segura de se manifestar.
Deixem o caminho livre para deslocamento dos militares.
Com chuva ou sol, previnam-se!!
A esquerda precisou de muito pouco tempo para alcançar o objetivo em 1985 e com muito menos volume.
Eles são barulhentos mas não tem volume e são movidos por R$:backhand_index_pointing_left_medium-dark_skin_tone:
É isso ou LADRÃO de volta em 2023.

Ajudem os caminhoneiros!",1,2374,1
"É impressionante a quantidade de Esquerdopatas nesse grupo, postando Fake News atrás de Fake News, e não tem um administrador pra remover essas imundícies do grupo, aí já viram que tem pessoas de mente fraca e que acreditam em tudo que é montagem que vêem, vão ficar postando essas merd[USER] até o dia 30.
Incrível a pessoa se propôr a criar um grupo desse e deixar a Deus dará, ou administra ou não cria, meus grupos que administro são 100% Bolsonaro, esquerdinha m[USER] que tentou fazer parte do grupo não durou 20 mnts, as pessoas tinham que ter mais compromisso se realmente querem salvar o País das mãos dessa quadrilha.",1,2082,1
Parabéns Rivaldo grande patriota conterrâneo sangue de um grande nordestino mostrando q nosso país tem tudo para continuar no caminho certo grande campeão,0,674,0
"Mulher que vota em Bandido Terrorista Narcotráficante e Cachaceiro, além de não ter vergonha na cara, não tem respeito por si própria, a esquerda é a morte.",1,1720,1
"Guanambi tem 84 mil habitantes

33 mil foram pro Luladrão
15 mil pra Bolsonaro

Antas tem 19 mil habitantes


5 mil 669 pro Ladrão

1960 pro Bolso


Joaçaba 30 mil habitantes e nem é na Bahia e sim Santa Catarina


11 mil 593 pro Bolsonaro


4691 pro ladrão",1,2640,1
"O tiktoker satanista está fazendo dano à campanha do PT, então muitos esquerdistas estão se passando por cristãos na internet e voltando a compartilhar este vídeo de um discurso de JB ainda das eleições passadas ressuscitado pela esquerda. Analisemos: O vice de Jair Bolsonaro é maçom. Assim como dezenas ou centenas de parlamentares brasileiros, muitos deles são pastores inclusive. JB está fazendo um discurso POLÍTICO. Não existe Ata dele pertencer a nenhuma loja, não há fotos dele com o avental maçônico. JB se declara cristão. Se tem um argumento a ser feito, ao meu ver, seria mais sobre o ecumenismo de JB do que sobre este episódio. O seu médico, o seu advogado, o seu empregador, são em sua maioria maçons. A maçonaria rege. Agora, é preciso colocar as coisas cada qual em seu lugar. Bolsonaro nunca será o candidato perfeito. Mas há diferenças de caráter a serem analisadas. Lula é dos Orixás. E cada um é livre para escolher se vai aceitar cair na divisão da esquerda.",1,1939,1
"Os outros filhos ladroes, Luladrao teve com a tbm falecida Marisa .",1,1997,1
":green_heart::Brazil::folded_hands: Bom Dia :folded_hands::Brazil::yellow_heart:
01/11/2022 Provérbios 5
22 Quanto ao ímpio, as suas iniquidades o prenderão, e com as cordas do seu pecado será detido.
23 Ele morrerá, pela falta de disciplina, e porque sem correcção andou, e, pelo excesso da sua loucura, andará errado, sai cambaleando por aí.
:Japanese_symbol_for_beginner:O TODO PODEROSO YHWH יהוה em nome de seu filho YAUSHA יהושע o MASHIACH:Japanese_symbol_for_beginner: 
     Pela sua misericórdia. O YHWH salva o Brasil.
:smiling_face_with_halo:ASSIM SEJA, GLORIA A YHWH:smiling_face_with_halo:",0,1272,0
"Uma conta que não fecha: A população brasileira é majoritariamente cristã (87%), sendo sua maior parte católico-romana (64,4%). Conforme uma pesquisa realizada em 2020 pelo Instituto DataFolha, os evangélicos representam 31% da população (mais de 65 milhões de pessoas).  Em 2012 um estudo da PUC-Goiás havia declarado: ""Se somarmos os tradicionalmente reconhecidos como cristãos com os neocristãos, considerando também os espíritas, teremos um cristianismo no Brasil abrangendo 91,5% de sua população. Descontados aqueles que se declaram sem religião, sobram apenas 1,5% de pessoas adeptas de religiões não cristãs. Trata-se de uma fração demográfica extremamente pequena que contém importantes tradições religiosas como budismo, judaísmo e islã. Isto explicita o fato de não termos um pluralismo religioso, como se costuma dizer. Teríamos, na verdade, um pluralismo cristão."" Sendo assim, como é possível existir 56 milhões de votos comunistas?",1,2022,0
"Penso que todas essas facções que você citou não são parei as forças armadas brasileiras. Se a FFAA agir, esse povo vai correr pra selva, para Amazônia e lá o exército brasileiro é treinado na selva. E soldado do exterior para entrar no Brasil precisa de autorização das forças armadas, se tentar por paraquedas é caça aos patos, se por mar é pesca de lula. O Brasil não é qualquer paizinho da América central que vive em guerra e vem tropas do exterior para dominar. 
É ruim dos vermelhos tentar dominar um país continental, gigante como o Brasil.
 Essas facções aqui dentro dessa vez não se esconde no Araguaia , vão tentar a Amazônia e se espirrar pra Venezuela, Bolívia e tal ...",0,423,0
"Daniele, você consegue me ajudar como sei se vc não é uma esquerdista infiltrada querendo causar discórdia para destruir este grupo????",0,274,0
"""Vê-se que as ideologias exercem uma extraordinária influência na vida do homem, em todo o mundo, e que essas ideologias estão dividindo os homens em grupos - republicanos, democratas, ""a direita"", ""a esquerda"", etc. Elas separam os homens e, por sua própria natureza, se convertem em ""autoridade"". Ideologias, princípios e crenças não só dividem os homens em grupos, mas também impedem, efetivamente, a cooperação, a qual é realmente necessária neste mundo: cooperar, trabalhar juntos, atuar juntos - e não, um atuando de uma maneira, porque pertence a um dado grupo, e outro atuando de maneira diferente. A ideologia, seja comunista, seja socialista, capitalista, etc., separa os homens e gera conflito.""

- Jiddu Krishnamurti

:backhand_index_pointing_right_light_skin_tone: :desktop_computer:  Canal [USER]",0,626,0
"Deixa de ser idiota, eu não sou maçom e nunca serei, meu rei é Jesus Cristo, meu voto será nulo, o presidente saiu do caminho da justiça se misturando com essa gente",1,1913,0
"VITÓRIA VERGONHOSA DO ALGORITMO. FICOU ESCANCARADA A PROGRAMAÇÃO POR MAIS DE UMA HORA NA RETA FINAL, A CADA 0,1% DE SUBIDA DE VOTOS DO LULADRÃO, BOLSONARO CAIA 0,1%, DE MANEIRA CLARAMENTE CRONOMETRADA. ESSA FRAUDE NÃO PODE FICAR ASSIM. AGUARDE MOS OS PRÓXIMOS CAPÍTULOS.   ACORDA, BRASIL!",1,2338,1
"Primeira mulher indígena oficial do Exército e eleita deputada federal. Isso, sim, é inclusão:backhand_index_pointing_down_light_skin_tone:",0,904,0
"gente os partidos tiveram acesso ao RDV (registo digital de voto)? Será que eles podem divulgar?
rdv registra cada voto sem identificar o cidadão se vc sabe que esses candidatos foram escolhidos pelo eleitor 46",0,1324,0
Outro canalha que se elege graças aos comparsas das favelas.Ele e Luladrao deveriam estar na cadeia.,1,1567,1
Está aí e pra VCS ainda que são a favor desse luladrao crápula,1,2054,1
"Foi fake a questão da Maçonaria , a esquerda colocou para Bolsonaro para ele perder votos.",0,596,0
"Até Satanás se transforma em anjo de Luz pra matar, roubar e destruir, quanto mais os petistas.",1,1953,1
"O Snowden estava dizendo que estava vendo o que estava acontecendo, não foi apoio ao Lula, ele agora é cidadão russo",0,1265,0
"Uma reprovação severa

1 Coríntios 4:9

Porque a mim me parece que Deus nos pôs a nós, os apóstolos, em último lugar, como se fôssemos condenados à morte; porque nos tornamos espetáculo ao mundo, tanto a anjos, como a homens. 10 Nós somos loucos por causa de Cristo, e vós, sábios em Cristo; nós, fracos, e vós, fortes; vós, nobres, e nós, desprezíveis. 11 Até à presente hora, sofremos fome, e sede, e nudez; e somos esbofeteados, e não temos morada certa, 12 e nos afadigamos, trabalhando com as nossas próprias mãos. Quando somos injuriados, bendizemos; quando perseguidos, suportamos; 13 quando caluniados, procuramos conciliação; até agora, temos chegado a ser considerados lixo do mundo, escória de todos.",0,1358,0
"Não sou nordestino! Sou Mineiro, moro no Rio Grande do Sul! Mas sou 13. Então boa tarde. Kkkkkk",0,590,0
"VOLTO A INSISTIR

A campanha pela liberdade – contra a escravidão comunista representada no Brasil por Mula – está muito tímida.
Poucas Bandeiras são vistas para fora das janelas dos lares brasileiros – poucas em proporção à nossa população.
Também vejo poucos automóveis carregando o número 22 e a nossa Bandeira.
Se o Brasil continuar tímido e sem a devida coragem para enfrentar o diabo, o diabo enfiará a cúspide de seus chifres em todos os brasileiros.
Pense nisso e reaja! Pense nisso e crie coragem! Pense nisso e propague essa ideia contrarrevolucionária silenciosa a todos os brasileiros de bem.
Que Deus nos acompanhe nessa guerra espiritual, onde o bem insiste em prevalecer através da usurpação e da propaganda enganosa de suas redes de jornais e televisão. 
#Bolsonaro22 – contra o crime, contra o comunismo e contra o globalismo. 
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1,2834,0
"É  ISSO  QUE  OS ESQUERDISTA  COMUNISTAS  DOS 
MONTE  DE FAKS   FALANDO  ATE QUE  JOGARAN BOMBA  NOS  POLICIAIS. 
UM MONTE  DE INFILTRADO NOS CANAIS  DO TELEGRAM  ESCREVENDO  MENTIRAS. 
FIQUEM  CALMOS. 
É  SO UMA SEMANA  , E NÓS  JA ESCOLHEMOS  O 22
ELES  VIRAM ISSO,  É TIVERAM  CERTEZA  NAS LIVES DA VIRADA.  FOI MUITO  MAIS  GENTE  ASSISTINDO.  ELES  PARALISARAM  A CONTAGEM. POR ISSO  RESOLVERAM PROMOVER  A BADERNA.",1,2565,1
"O Brasil viveu a maior FRAUDE midiática da história. 

Pesquisas fraudulentas favoreceram a esquerda.

Não há mais dúvidas sobre isso.

Com quase 90% das urnas apuradas, a diferença entre os candidatos é de 2,5%, a favor do ex-presidiário. Pesquisas apresentavam 16% de vantagem.

Canal
[USER]:Brazil:",0,1105,1
"Não sou igual vc que aceita roubo como fosse normal, que depois do dia 30 vai aceitar um bandido comunista no poder e já sei até seu Papinho: vamos fazer IMPEACHMENT dele, para entrar o outro bandido do ALCKMIN e ainda vai dizer a luz venceu, o ALCKMIN é de direita!!!",1,1578,1
"O povo começou a se render no começo da pandemia aceitando a focinheira o look das  o fechamentos das igrejas a morte do PM Wesley na Bahia e o pior a vacina que está matando no mundo inteiro , venderam a alma para o diabo do sistema o mesmo que quer tirar o presidente e eleger o ladrão , e o povo não enxergou isso ainda , e agora pode ser tarde, pois o sistema é violento fazem acordo com tudo que a de pior na sociedade  e agora partiram para tudo ou nada  e continuará a fechar as igrejas proibiram o povo de educar os filhos e quem vai decidir se seu filho deve ser homem ou mulher vai ser o sistema   , o sistema é bruto e não é com flores que se ganha uma guerra !",1,2241,1
"Passagem da bíblia onde Deus defenda os ricos???...que tipo de ""crente"" você é???...Jó era pobre???...Abraão, o pai da fé, foi pobre na sua bíblia???...ou mesmo Moisés, Rei Davi, Daniel, etc...não citei nenhum versículo pq são inúmeros...mas vou deixar aqui um versículo bem claro para o seu progressismo hipócrita: Romanos 2:11 ""...Porque, para com Deus, não há acepção de pessoas..."":backhand_index_pointing_left::eye::brain:...se bem q certamente a ideologia é sempre maior que a fé progressista, né???...rsrsrs...vamos lá...não fuja não... rsrsrs....diga o q vc sabe sobre CAPITALISMO, além dos vários e somente adjetivos pejorativos, que a sua ideologia se refere...defina com suas próprias palavras  o  C A P I T A L I S M O...rsrsrs...estou curioso... rsrsrs.",0,755,0
"Irmãos....vamos nos unir  !

Presta atenção  !

Nosso BRASIL está sendo negociado com outros PAÍSES  lá fora em especial a poderosa CHINA....vários enteressados no BRASIL  , e estão lutando pra conseguir esse ano, porque tem que cumprir uma AGENDA iniciando 2023 . 
 Nosso PRESIDENTE BOLSONARO  é a linha que está segurando o BRASIL juntos com a gente , pela ESQUERDA  isso já teria acontecido em 2018 .

Se isso acontecer  nossos filhos e netos ( a geração futura ) irão sofrer muito .....observarmos nossos países  vizinhos  , estão comendo cachorros , e eles eram ricos :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",1,2179,1
Não podemos ser igual a esquerda ... se precisar se ajoelhem e orem,0,694,0
"Pretos só passam em algo se for por cotas.
Sabe o motivo de existir as cotas? É por causa que até às universidades consideram os negros como uma raça burra e de baixa inteligência, por isso as cotas.",1,1744,0
"MEU POVO NAO É HRA DE ESMURECER, ELES CAIRAM É PONTO... QUEREMOS À INELEGIBILIDADE DESSE CANALHA QUE HOJE PODE ESTAR EM COMA PROFUNDO, AZAR O DELE, DEUS ESTA AGINDO, NÃO NOS CABE ESTA SITUAÇÃO, MAS O CARA TA INDO MEU POVO...MANTERMOS EM NOSSAS POSIÇÕES, POIS À GUERRA TA SÓ COMEÇANDO :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:",1,2224,1
"Você pesquisou filho de satanás foi ver o vídeo, nem toque em no do sagrado filho da besta",0,1001,1
"Pessoal, a maçonaria é uma seita judaica com motivos e objetivos obscuros. Eles nao respondem a ninguém, eles não são eleitos por ninguém. É grave que o PR esteja envolvido em reuniões com eles. No entanto, é preciso observar quais os motivos das idas a esses encontros. Talvez o PR estivesse com as melhores das intenções, afinal, é preciso negociar para ser presidente. Não vamos nos abater!!!! O mal está sempre nos cercando, falem com seus pastores a respeito disso, perguntem e questionem!!! O Brasil precisa de nosso presidente forte e sem motivos para desistências:Brazil::Brazil::Brazil::Brazil:",1,2486,0
"Tudo petista mentindo dizendo que e Bolsonaro e sendo lula ladrão fazendo montagem fake pra gente acreditar acordem não se deixem levar por esses infiltrados gente , pelo amor de Deus",1,2236,1
"Acorda esquerda!!!!Vocês querem continuar na migalhas vai para CuBa morar lá Esquerda, lá tem comunismo que vocês querem",1,1932,1
"Comunistas estão se infiltrando em grupos de direita para dividir, desanimar, desinformar e reduzir nosso engajamento.",1,2940,1
"Não querem apenas deixar Bolsonaro inelegível, querem prender ele e seus filhos e caçar os mandatos dos deputados de direita eleitos democraticamente pelo povo.

Façam faixas em português e em inglês:

SOS PRESIDENTE BOLSONARO ACIONE AS FFAA CONTRA O GOLPE NAS URNAS E PARA DESTITUIR TODOS OS MINISTROS ATIVISTAS COMUNISTAS! 

SOS FFAA SALVEM A NOSSA NAÇÃO DO COMUNISMO!

SOS FFAA SALVEM NOSSOS FILHOS E SEUS FILHOS DO COMUNISMO!

SOS FFAA SALVEM O NOSSO PRESIDENTE BOLSONARO E A NAÇÃO BRASILEIRA DA FRAUDE NAS URNAS!

SOS FFAA O POVO APOIA O PRESIDENTE BOLSONARO! O POVO NÃO ACEITA O GOLPE NAS URNAS!",0,415,1
Vou sair desse grupo... muito petralha infiltrado... pior que tem patriota que cai nesse papinho... tem que deixar falando sozinho...,1,1920,1
Acho estranho é que Daniel Silveira tinha um público enorme podiam ter votado nele,0,426,0
"- 1844: A República Dominicana torna-se independente do Haiti

- 1892: Inaugurado o Viaduto do Chá, no Vale do Anhangabaú, em São Paulo

- 1913: Gandhi é preso enquanto liderava uma marcha de mineiros indianos que trabalhavam na África do Sul

- 1942: Segunda Guerra Mundial: primeiro voo do caça noturno alemão Heinkel He 219

- 1944: O plutônio é produzido pela primeira vez nas instalações atômicas de Hanford, nos EUA, e posteriormente usado na bomba atômica 'Fat Man' lançada em Nagasaki, no Japão

- 1962: A Assembleia Geral das Nações Unidas aprova uma resolução condenando as políticas de 'apartheid' da África do Sul e solicita que todos os estados membros da ONU cessem as relações militares e econômicas com a nação

- 1985: Na Colômbia, guerrilheiros esquerdistas do Movimento 19 de Abril tomam o controle do Palácio da Justiça em Bogotá, matando 115 pessoas, 11 delas juízes da Suprema Corte

Essas são algumas notícias do dia :check_mark_button: 
Autor: Roberto Vieira Filho :Brazil::globe_showing_Americas: 
Bom Dia!!! :thumbs_up_medium-light_skin_tone::winking_face:",0,237,0
É ele começou  já está comendo o pão amassado pelo diabo ou achou que ia ficar de fora,0,1448,1
"Da Jovem Pan:
5 mil jornazistas assinam carta de apoio ao ladrão Lula em ato pela democracia. 
De costume crucificam o Presidente Bolsonaro e a sua família.

 Tem que pegar essa lista desses Hipócritas, vagabundos e publicar na rede social
Expor todos esses canalhas, marionetes da esquerda criminosa.
:goblin::ghost::jack-o-lantern::goblin:",1,2733,1
"Um dia vieram e levaram meu vizinho que era judeu.
Como não sou judeu, não me incomodei.
No dia seguinte, vieram e levaram
meu outro vizinho que era comunista.
Como não sou comunista, não me incomodei.
No terceiro dia vieram
e levaram meu vizinho católico.
Como não sou católico, não me incomodei.
No quarto dia, vieram e me levaram;
já não havia mais ninguém para reclamar...

Martin Niemöller - 1933 - Símbolo da resistência aos nazistas.",0,123,1
"Pessoal.. os Petralhas Comunistas assumidos estão divulgando vídeos pra lá de antigos, editados com falas homofóbicas, Janones disseminando mentiras com vídeos antigos sobre salários, aposentadoria e muito mais.. Povo Baixo, povo ruim. 

Deus nos livre desse Mal .. fo PT!!

Deus abençoe a Nossa Nação!!

Juntos somos muito mais!!
Bolsonaro 22",1,2919,1
"Gente !!! Agora tá horrível os ataques das pessoas contra os nordestinos, eu sou nordestina Maranhense, e jamais votarei no PT,,,  com esses ataques dificulta pra ganhar voto para o presidente, aqueles que não tem conhecimento da verdade sobre o verdadeiro Bolsonaro",0,1357,0
"Salmos 44: 1 Ó DEUS, nós ouvimos com os nossos ouvidos, e nossos pais nos têm contado a obra que fizeste em seus dias, nos tempos da antiguidade. 2 Como expulsaste os gentios com a tua mão e os plantaste a eles; como afligiste os povos e os derrubaste. 3 Pois não conquistaram a terra pela sua espada, nem o seu braço os salvou, mas a tua destra e o teu braço, e a luz da tua face, porquanto te agradaste deles. 4 Tu és o meu Rei, ó Deus; ordena salvações para Jacó. 5 Por ti venceremos os nossos inimigos; pelo teu nome pisaremos os que se levantam contra nós. 6 Pois eu não confiarei no meu arco, nem a minha espada me salvará. 7 Mas tu nos salvaste dos nossos inimigos, e confundiste os que nos odiavam. 8 Em Deus nos gloriamos todo o dia, e louvamos o teu nome eternamente. (Selá.) 11 Tu nos entregaste como ovelhas para comer, e nos espalhaste entre os gentios. - Bíblia JFA Offline",0,1276,0
"Chegando ao ponto em achar que a ESQUERDA NAO É BURRA :enraged_face::enraged_face::enraged_face::enraged_face::enraged_face::enraged_face:
ESTÃO nos fazendo de otarios:enraged_face::enraged_face::enraged_face::enraged_face:

ESTAMOS TÃO DESESPERADOS QUE NAO ESTAMOS NEM OS IDENTIFICANDO- OS AQUI MAIS",1,2182,1
"Exatamente o q falando aqui pois PASTORES e EVANGELICOS acreditaram q Presidente eh MAÇONS! Caracas, cade a fe desses pastores? Meu DEUS AÇOES FALAM + QUE PALAVRAS!",0,1424,1
"Isso é narrativa. Papinho de esquerda.
Olhe o trabalho do Zema em MG.
Os Novo é o melhor partido no ranking dos políticos de Brasília.

Sem papinho de esquerda.

Vc votar no PL cara. Olga pra onde foi o PSL.

Cita fatos...",0,32,0
URGENTE: TSE proíbe postagens sobre conexão de Lula com ditador da Nicarágua. O tribunal deu prazo de 24 horas para a exclusão de publicações no Twitter e no Facebook que fazem associação do ex-presidiário Lula ao ditador Daniel Ortega e falam sobre a perseguição aos cristãos.,0,420,1
"A fala ""clima"" não foi dita com essa intenção de cabeça suja, aula de interpretação seria ótimo pra essa esquerdalha, nojo desse povo já :face_vomiting:",1,2749,1
"Alguém tem contato na Argentina, seria muito proveitoso gravar vídeos do povo de lá descrevendo o que a esquerda está fazendo lá..   arma pra convencer os indecisos",0,1346,0
"Os Venezuelanos estão fugindo para o Brasil por conta da ditadura comunista em seus países.

E se a ditadura comunista se fixar no Brasil para onde os brasileiros irão fugir? 

Fica a pergunta!",1,2265,0
A idéia subjacente é criar pânico e fazer com que os imóveis sejam desvalorizados e comprados a preço de banana pelos laranjas da canalha esquerdopata...,1,1675,1
"Quem com porco se junta farelo come! :pig_face::scorpion::snake: :clown_face::horse_face: A quadrilha reunida para uma fotografia no álbum da facção narcoterrorista FORO DE SÃO PAULO!! Fazem pose de santos por fora, por dentro podres, pura carniça, sepulcros caiados. Esquerda criminosa, parasitas. Hipócritas! Asquerosos!",1,1982,1
"SINCERAMENTE FICO ME QUESTIONANDO O QUANTO CRITICAM A PESSOA BOLSONARO COM 2 CURSOS SUPERIOR, VERDADEIRO, ÍNTEGRO, TRANSPARENTE, HONESTO, INTELIGENTE, ESTRATEGISTA, CORAJOSO,  CRISTÃO TEMENTE À DEUS, EXCELENTE PAI. 

PORQUE NUNCA FALARAM DA BURRA BEIRANDO A ASNO"" TERRORISTA SUPOSTA ASSASSINA ENSACADORA DE VENTO OU DO NOVE DEDOS, MIJÃO, CACHACEIRO, LADRÃO CORRUPTO* CONDENADO, SUPOSTO ASSASSINO.

ESTES IGNORANTES"" QUE FALAM DE BOLSONARO SÃO BESTAS ARROGANTES QUE NÃO MERECEM NEM LUSTRAR SEUS CUTURNOS.
PACIÊNCIA TEM LIMITE.",1,1905,1
"Minha família e meus amigos todos Bolsonaro 22 ,não tenho amigos de esquerda porque não confio nesse povo já que votam em ladrão sinal que o exemplo e bom né? Tô fora",1,2885,1
Neymar mandou logo um 7x1 na patota da esquerdalha faltando 3 dias pras eleições :partying_face: mito demais,1,2254,1
"Romanos 1: 16 Porquanto não me envergonho do Evangelho, porque é o poder de Deus para a salvação de todo aquele que nele crê; primeiro do judeu, assim como do grego; 17 visto que a justiça de Deus se revela no Evangelho, uma justiça que do princípio ao fim é pela fé, como está escrito: “O justo viverá pela fé”. - Bíblia KJA Offline",0,1233,0
"Devemos boicotar com todas as forças grupos, empresas, pessoas, instituições e qualquer um que apoiou ou apoia esse ladrão que está roubando o poder. 
Combater esse vagabundo e ladrão que está entrando nas nossas casas apoiado por esse consórcio de televisão vendida.
Ameaçando a vida das famílias e tentando tirar o direito de defesa do cidadão de bem.",1,2804,1
Sobre isso [USER]  não entendi por isso coloquei um interrogação sou lerdo e tenho dificuldade pra entender certas coisas desculpa,0,570,0
"Esquerda suja  nosso PRESIDENTE está  bem acima do molusco ladrão, pesquisa pra BOI DORMIR",1,2836,1
"Vamos às ruas. Nosso Brasil precisa de nós. Nossos filhos precisam de nós. Nosso Presidente continua de pé. Toda a esquerda e todo o sistema estão em colapso. Tinham a ABSOLUTA certeza que ganhariam com tanta “ajuda”. Vamos irmãos, levantemos nossas bandeiras. Nosso amanhã é construído AGORA. :Brazil::Brazil::Brazil::Brazil::Brazil:
:woman_cartwheeling::woman_cartwheeling::woman_cartwheeling::woman_cartwheeling::woman_cartwheeling::woman_cartwheeling::woman_cartwheeling::woman_cartwheeling:",0,1296,0
"Onde estão os fatos. Só tem narrativas.
O Novo foi o único partido que votou contra a prisão do Daniel e contra o passaporte sanitário. Como não se importa com cidadão?

O Novo gasta no máximo 50% de sua verba de gabinete. Só o Ganime economizou 6 milhões de seu mandato. Multiplica 6 por 513. Imagina se todos evonomizassem...

O Zema mora no apartamento dele. Não usa estrutura de estado.
Entregou 5 helicópteros para as policias que eram de uso exclusivo do governador de MG.
Assumiu, e cumpriu compromisso com o funcionário público mineiro que, caso houvesse atraso de salário o seu seria o primeiro a ser cortado.

Como não se importa com o cidadão?

Fatos. Cita fatos...

Parece os caras da esquerda.",0,198,0
"Lula não inocente nem aqui, nem na China. Ele e ladrão em ponto. Luta contra fatos  nem satanás tenta.",0,462,1
"Esse é o papel desse jornalismo lixo que nós temos, manter o gado distraído sem perceber o que de fato está acontecendo.",1,1599,1
"Gente do nosso Brasil

Agora não é mais hora de postar ou repostar narrativas e exposições dos comunistas – agora temos que nos concentrar na reeleição do nosso Presidente – é fundamental que cada pessoa desse grupo se dedique a conseguir votos, entre os indecisos, os neutros e os que não tem nenhuma informação exceto as mentiras das mídias velhas. É hora de colocar as ideias para fora dos grupos – atingir todos que possam contribuir para aumentar o os votos para Bolsonaro. Mostrar quem é Bolsonaro de verdade e o que ele significa para o Brasil e para a nossa liberdade.
Mãos à obra minha gente – estamos no limiar entre continuar no caminho certo ou cairmos no abismo do terror comunista.
Em tempo: É preciso que em todos os lares do Brasil a nossa Bandeira tremule, firme, forte e soberana – esse recado precisa ser dado ao mundo e a todos os vendilhões da nossa Pátria.
Deus esteja conosco.
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1,2902,0
CADÊ O ADMINISTRADOR PARA EXPULSAR ESSES CANALHASLIXO DO GRUPO... ??  :man_shrugging_medium_skin_tone::enraged_face:,1,2501,1
"Se acha que não fazem nada é melhor vazar do país, pois segundo essa teoria, a ditadura comunista será implantada e o Brasil já era? Duvido!!!",1,2028,1
