text_content_anonymous,preconceito
"Coragem Fernando! Eu venci o mundo, disse Jesus! Sua persistência é exemplo para muitos...Deus o abençoe muito e o fortaleça! Paz e Bem!",0
Meu Deus que lindo aqui em Florianópolis nas ruas o que te de pessoas de verde e amarelo,0
Partiu indo ajudar nosso presidente a acabar com veio do cão,1
":cloud_with_lightning:

:Russia: Citação de Vladimir Putin:
""Prefiro ser enforcado por lealdade do que recompensado por traição!""

PALAVRAS IMPORTANTES DE PUTIN AO POVO

Putin: Cidadãos do mundo, falo com vocês sabendo que minha mensagem será distorcida e enquadrada. Estou sendo feito um perpetrador, mas só queria proteger meu povo que está sob ataque há mais de 10 anos. Não sou contra os cidadãos da Europa, são os vossos dirigentes que estão contra vós!

Esta é a sua chamada de despertar. Os nazistas venceram a Segunda Guerra Mundial!

Os líderes da UE são nazistas e você está bem ciente disso.

É o mesmo clube, com a mesma abordagem, que outros estados escravistas. Eles ignoram a sua e a minha opinião. Por que eu explodiria minhas próprias linhas de gás?

Eu posso simplesmente fechar a torneira. Essas alegações contra a Rússia são muito fáceis de desmascarar. Quem está bombardeando a usina nuclear?

A Europa é governada por nazistas que adoram Satanás!",1
":alarm_clock: MINUTO COM DEUS:alarm_clock:



:tear-off_calendar: 02/10/2022



:pushpin: SEJA O QUE DEUS QUISER?-



:open_book: 1 João 5:14- Esta é a confiança que temos ao nos aproximarmos de Deus: se pedirmos alguma coisa de acordo com a vontade de Deus, ele nos ouvirá.



Bom dia, que o Senhor venha abençoar nossa nação, QUE DEUS ABENÇOE O BRASIL, a paz do Senhor.",0
"Bom dia :Brazil:
Deus abençoe seu domingo!
Vamos exercer nosso maior direito com sabedoria!",0
Pedimos para que Deus abençoe e que eles não roubem nas urnas,0
"Olha aí os discípulos do demônio fazendo magia pra da certo.

Mais Deus não dorme.
Deus é maior sempre!",1
"Pessoal bom dia. Hoje é o dia do nosso voto mais importante de nossas vidas, é o voto que vai decidir se viraremos uma potência mundial ou viraremos Cuba, Argentina ou Venezuela. Nós não precisamos ser inteligentes, basta não sermos burros, o comunismo tem 105 Anos, e por onde passou, só trouxe morte, miséria, fome, basta pesquisar no Google Cuba, Coréia do Norte, Venezuela e Argentina. Eu sei que tem quem ache o Bolsonaro grosso,que fala palavrão, mas ninguém aqui vai se casar com ele. Ele é grosso sim ,mas não é Ladrão e podem ter certeza, ele é PATRIOTA e ama o Brasil. Pensem em seus filhos e netos. 
Brasil acima de tudo, DEUS acima de todos
BOLSONARO PRESIDENTE 22",1
"Missão cumprida, Deus abençoe o nosso presidente!!:thumbs_up::Brazil::Brazil:",0
"*— Proclamação do Evangelho de Jesus Cristo + segundo Lucas.— Glória a vós,* *Senhor.Naquele tempo, 5os apóstolos disseram ao Senhor: “Aumenta a nossa fé!”6O Senhor respondeu: “Se vós tivésseis fé, mesmo pequena como um grão de mostarda, poderíeis dizer a esta amoreira:* *‘Arranca-te daqui e planta-te no mar’, e ela vos obedeceria.7Se algum de vós tem um empregado que trabalha a terra ou cuida dos animais, por acaso vai dizer-lhe, quando ele volta do campo: ‘Vem depressa para a mesa?’ 8Pelo contrário, não vai dizer ao empregado:* *‘Prepara-me o jantar, cinge-te e serve-me, enquanto eu como e bebo; depois disso tu poderás comer e beber?’ 9Será que vai agradecer ao empregado, porque fez o que lhe havia mandado?10Assim também vós: quando tiverdes feito tudo o que vos mandaram, dizei:* *‘Somos servos inúteis; fizemos o que devíamos fazer’”.*
*— Palavra da Salvação.— Glória a vós, Senhor*

:folded_hands_light_skin_tone::dove::raising_hands_light_skin_tone:",0
Aí ele é meio burra né só vendo o boné já sabe kkkk,1
"Bom dia à todos! 
Se você Acredita em DEUS, na Pátria, na Família, na Paz e Prosperidade, então deve estar consciente que HOJE venceremos o SATANÁS e Seus SEGUIDORES.",1
"*Shalom adonai*
:sunrise:Um bom domingo hoje eu falaria :keycap_2::keycap_8::keycap_2::keycap_7: vezes que você não pode deixar de exercer a sua cidadania. Porque precisamos declarar nesse Brasil que *a Glória é de Deus*:man_bowing_medium_skin_tone:

*ano de 22*",0
Só não levou na anterior porque o Bozo fez um golpe com o MORO safado. Kkkkk. Vai estudar. Kkkkk. Bjo,0
"""Olho para os montes e pergunto: de onde virá o meu socorro? O meu socorro virá do Senhor Deus, que criou o céu e a terra.""

No dia de hoje muitas pessoas estarão, equivocadamente, depositando sua esperança em homens.

Independente de quem vença as eleições, nossa esperança deve está firmada em Deus, e não em homens.
""Assim diz o Senhor: Maldito do homem que confia no homem, faz da carne mortal o seu braço e aparta o seu coração do SENHOR!""

Muitas pessoas estão brigando, ferindo, matando porque querem que sua vontade prevaleça, quando deveríamos nos ajoelhar e com toda a nossa fossa, pedirmos que a vontade de Deus prevaleça.

Mas mesmo que no esqueçamos, ou não entendamos, a vontade de Deus sempre prevalecerá, ele já determinou quem governará.
Então acalmemos o coração e depositamos nossa esperança em quem é verdadeiramente digno.

Bom dia. Estou enviando essa mensagem para todos os meu grupos. Desejo uma votação a todos, se entreguem a Deus e acalmem o coração.",0
:folded_hands_light_skin_tone:DEUS:folded_hands_light_skin_tone::folded_hands_light_skin_tone::sun::Brazil::sun:PÁTRIA :revolving_hearts:FAMÍLIA :revolving_hearts::collision:LIBERDADE :collision::Brazil::collision::sun:Bom dia:sun::clapping_hands_light_skin_tone::smiling_face_with_hearts::folded_hands_light_skin_tone:namastê :folded_hands_light_skin_tone::clapping_hands_light_skin_tone::face_with_tears_of_joy::rolling_on_the_floor_laughing::kiss_mark:,0
"Se depender de roubo todos roubam não tem nenhum santo.
Foi política São tds sáfados tds tem um roubo só descobrem na época da eleição e ainda tem jente besta que briga por causas desses ladrões. 
Jente vamos ter mais Deus no coração pq política não dá certo.
Eles ganhas e fazem o mesmo .NADA",0
"Bom Dia Senhores!
Gostaria De Vos Pedir Que De Acordo Com Sua Região.
Registrasse Por Vídeos Ou Fotos Como Estão Os Bastidores Das Eleições.
Pode Ser?
Para Agente Interagir Aqui No Grupo e Também Vamos Ficar Atentos Para Não Haver Nenhum Tipo De Incidente Ou Provocação Daqueles Que Dissiminam o Ódio e Guerra Entre o Cidadão De Bem.
Estamos Fechados?
Então Vamos Que Vamos.
*DEUS ABENÇOE O BRASIL!!!*
*BOLSONARO :keycap_2::keycap_2:*",0
"Provérbios 29

2. Quando os justos governam, alegra-se o povo; mas quando o ímpio domina, o povo geme.
:Brazil::Brazil::Brazil::Brazil::Brazil:
Eclesiastes 10

2. O coração do sábio o inclina para a direita, mas o coração do tolo o inclina para a esquerda.

:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
"Salmos Cap. 33 | ARC
12 Bem-aventurada é a nação cujo Deus é o Senhor, e o povo que ele escolheu para a sua herança...

22 Seja a tua misericórdia, Senhor, sobre nós, como em ti esperamos.

[USER]",0
":Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:
 *CANDIDATOS DA DIREITA NO RIO DE JANEIRO* 

 PRESIDENTE
Bolsonaro   22

GOVERNADOR
Claudio Castro. 22

SENADOR
Daniel Silveira. 142

DEPUTADOS FEDERAIS
Ed raposo 1461
Luiz Lima. 2233
Hélio Bolsonaro.2220       
Max Bolsonaro 2201
Carlos Jordy 2211
Major Fabiana 2210
General Pazuelo 2212
Paola Silveira 1441(esposa do Daniel Silveira)
Chris Tonietto 2214
Antonia Fontenelle 1008
Delegado Ramagem 2217
Otoni de Paula 1522
Marinara 2270

DEPUTADOS ESTADUAIS
Mario Gomes(ator) 10700
Alan Lopes 22377
Alana passos 14120
Thiago Gagliasso 22200
Daniel penna firme 44556
Renan Jordy 22111
Marcio Gualberto 22070
Índia Armelau 22322
Giselle Monteiro 22822
Rafael Santos 22138
Samuel Malafaia 22777
Otoni de Paula(pai) 15022
Anderson Bourner 10800

Compartilhem com seus amigos, no Whatsapp, Facebook,Telegram etc..
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
"Apocalipse Cap. 3 | ARC

11 Eis que venho sem demora; guarda o que tens, para que ninguém tome a tua coroa.
19 Eu repreendo e castigo a todos quantos amo; sê, pois, zeloso e arrepende-te.
20 Eis que estou à porta e bato; se alguém ouvir a minha voz e abrir a porta, entrarei em sua casa e com ele cearei, e ele, comigo.


bom diaaaa",0
"Bom dia!
Que Deus abençoe nossa Nação, que seja um dia tranquilo e que mais tarde possamos comemorar a reeleição do do nosso presidente :folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::Brazil::Brazil:",0
Até que enfim uma notícia sem terrorismo. Obrigada. Deus abençoe  nossa Nação.:green_heart::yellow_heart:,0
A turma de esquerda já esta tudo murcha cadê eles a vaca já foi pro brejo kkkkkkkkkk,0
"Bom dia a todos! A propósito do voto estratégico, escrevi o artigo acima. Creio que a leitura pode ajudar a esclarecer indecisos e outros. Quem puder compartilhá-lo dará uma força bacana! :thumbs_up_medium-light_skin_tone::backhand_index_pointing_up_medium-light_skin_tone:",0
Isso é pra população de bem ver q o 13 sempre foi das trevas. O nosso Deus é o todo poderoso e vai bani essa raça maldita,0
Chegou o dia mais esperado do ano :Brazil::Brazil::Brazil: Senhor Jesus abençoe o Brasil!!!,0
"Vamos lá! Tendo Deus acima de tudo, nossa nação será sempre abençoada:Brazil:  22",0
Com fé em Deus venceremos bolsonaro reeleito no primeiro turno bolsonaro2022,0
“ A gente vai machucar muito ! Jesus ! Faz O L ! :red_heart:”,0
"CORONEL MEIRA *2210* DEPUTADO FEDERAL
RENATO ANTUNES *22622* DEPUTADO ESTADUAL
GILSON MACHADO *222* SENADOR
ANDERSON FERREIRA *22* GOVERNADOR
BOLSONARO *22* PRESIDENTE",0
"Tem algo muito esquisito neste ""boletim""

Que é ""L"" e que é ""B"":red_question_mark:",0
"Bom dia gente! Brasil acima de tudo, Deus acima de todos! :Brazil:",0
"Posso ter defeitos, viver ansioso e ficar irritado algumas vezes, mas não esqueço que minha vida é a maior empresa do mundo. E que posso evitar que ela vá à falência.
Ser feliz é reconhecer que vale a pena viver, apesar de todos os desafios, incompreensões e períodos de crise.
Ser feliz é deixar de ser vítima dos problemas e se tornar autor da própria história.
É atravessar desertos fora de si, mas ser capaz de encontrar um oásis no recôndito da sua alma.
É agradecer a Deus a cada manhã pelo milagre da vida.
Ser feliz é não ter medo dos próprios sentimentos. É saber falar de si mesmo. É ter coragem para ouvir um “não”. É ter segurança para receber uma crítica, mesmo que injusta.
#PROJETOXANDER360
FACEBOOK 
XANDER OLIVEIRA
PÁGINA
XANDER36O A FESTA
INSTAGRAM
[USER]
PÁGINA
GUERREIRAS DO BRASIL XANDER36O
WATZAP
21964306836

#SEPARADOSOMOSFORTEJUNTOSSEREMOSIMBATIVEIS:Brazil:",0
"A verdade que liberta.

31. Então Jesus disse para os que creram nele: – Se vocês continuarem a obedecer aos meus ensinamentos, serão, de fato, meus discípulos 32. E CONHECEREIS A VERDADE E, A VERDADE VOS LIBERTARÁ.
(Evangelho de João, cap. 08, ver. 32) Domingo  02-10-2022.",0
Vai dar primeiro turno sim ou claro ?,0
JÁ   VOTEI    NESTES   CANDIDATOS   DA  ESTREMA   DIREITA   QUE  ESTÃO   ALINHADOS   COM  BOLSONARO    !,0
Obrigada meu Deus :folded_hands:,0
Deus coloca a tua mão sobre essa nação e nós livre do mal,0
"*O povo de Deus já está cantando na Austrália, comemorando a vitória do Bolsonaro por lá!* Quem diria, que por meio da política, o povo louvaria o Senhor em locais públicos? Meu Deus!!! :folded_hands_medium_skin_tone::fire:",0
"Pessoas que são cristãos jamais pode votar em quem é contra os princípios da igreja.
Quem apoia o aborto, a ideologia de gênero, é contra a família apoia o comunismo.
Vote  consciente.
22 neles.
DEUS, PATRIA , FAMÍLIA",1
Graças a Deus já votei Bolsonaro eleito com fé em Deus:Brazil::Brazil::Brazil::Brazil:,0
*Pastora disse que viu pessoas na fila de votação chorando e adorando a Deus. Que o avivamento venha sobre o Brasil!*,0
"*Amado DEUS, Poderoso Rei, estamos diante de Ti para mais uma vez implorar pelo Teu auxilio nessas eleições.*

*Sabemos que não é uma  guerra apenas nas urnas, mas no Reino Espiritual. Manda Senhor, teus anjos guerreiros para lutarem por nós nas regiões celestiais, não permita que o mal vença essa guerra. Tenha misericórdia do teu povo que sofre e clama por socorro.*

*Senhor, acampa Teus anjos guardiões ao redor das urnas eletrônicas para que não haja nenhuma fraude. Sara meu Pai, essa Nação que Te clama.*

*Dá-nos uma chance de mudança e transforma junto com este país, o coração do Teu povo. Oh, DEUS, não permita que os valores das famílias e o amor a TI sejam destruídos por pessoas que escarnecem o Teu nome. Pai querido, eu entrego o Brasil em Tuas mãos e o cubro com o Sangue de JESUS, crendo  que farás a Tua Boa, Perfeita e Agradável  Vontade, em nome do Pai, Filho e do Espírito Santo Senhor Amém!!! :smiling_face_with_halo::place_of_worship::Brazil::eagle::Brazil::face_blowing_a_kiss:*

*PASSAR AOS SEUS AMIGOS.*",0
Brasil acima de tudo e Deus acima de todos! Deus está conosco :victory_hand::victory_hand:,0
"Essa foto foi tirada a 4 anos atrás. Já já irei repeti-la , GRAÇAS A DEUS",0
"""O que é um voto ”

O voto, é uma ação que expressa um desejo pre - determinado, pela sua vontade pessoal, da certeza, da sua confiança... Como vc deve expressar seu voto,sempre olhar primeiro DEUS, família, pátria, futuro social de um povo e de uma nação como um todo...O resultado do seu voto, vai ser consequência de uma boa ou má administração..... Que você exerce, o seu direito de cidadania...
Uma boa sorte !!!",0
"*Eleitor que não estiver satisfeito ou se sentir constrangido por ser obrigado a votar na urna eletrônica pode e deve fazer constar na ata da seção sua insatisfação*

Caso você esteja nessa situação, solicite ao mesário responsável para que anote na sua frente as seguintes informações:

Eu, _____, estou sendo obrigado pela Justiça Eleitoral a votar contra a minha vontade em um equipamento inapto e incapaz de atender às exigências Legais e Constitucionais, que impõe a necessidade da contagem pública dos votos. A utilização das urnas eletrônicas sem impressoras afronta os artigos 14 e 37 da Constituição Federal, os artigos 220 e 221 do Código Eleitoral e o artigo 7º da lei 1079 1950, que criminaliza a violação do escrutinio, não estando portanto em conformidade com o ordenamento jurídico vigente no País.",0
"Pobre país. Não sou cristão, mas vejo o país como Jesus, crucificado entre 2 ladrões.",0
O fodendo valer branco,0
Vou criar um grupo conservador da bahia quem for da bahia e conservador me mande mensagem no privado,0
CONTRA FATOS NÃO HÁ ARGUMENTOS.....(A TRILOGIA DO SATANÁS)....NA SEITA DO LULA LADRÃO SÓ TEM BANDIDAGEM DESGRAÇADA......(BANDO DE VAGABUNDOS DESGRAÇADOS ACABARAM COM OS SONHOS DO POVO BRASILEIRO ROUBANDO E DESVIANDO O DINHEIRO DO POVO BRASILEIRO)........,1
"Uma campanha linda que tive a honra de divulgar aqui o trabalho de Assessoria de Imprensa dessa candidata que nunca teve cargo público mas já ajuda as pessoas no Festival Internacional de Dança de Fortaleza e outros eventos culturais pelo Ceará, na ONG Bcad e em tudo que faz.  Parabéns a todos os profissionais de envolvidos, inclusive o Fran Paulo , parceira da UP GRADE COMUNICAÇÃO que fez esse vídeo. Parabéns pela coragem de tentar renovar a política, JANNE. [USER] OBRIGADO por mais essa oportunidade :red_heart: Se Deus quiser, rumo a Assembleia Legislativa :folded_hands:",0
Dessa vez o povo não acredita nas Fake News do BOZO não. Kkkkk. Começou arranjando um PADRE FAKE. Que vergonha 01 . Kkkk.,1
"Deus nos ajude. Pra ver, é o bem contra o mau.",0
"Olha aí muié, os macumbeiros , fazendo macumba nós cemitérios pra Bolsonaro,e um bando de crente sem vergonha apoiando um macumbeiro desse",1
Eu creio eu creio eu creio sem medo de erra glórias a Deus por suas palavras,0
"Quem como Deus??
Ninguém como Deus!!
Fique tranquilo, a gente dormiu o sono dos justos porque estamos deixando Deus agir. 
O exército de São Miguel, São Rafael e São Gabriel está agindo por nós e pelo Brasil.",0
"Isso é a esquerda brasileira, virando a noite, trabalhando com as trevas em prol de candidatos que apoiam as drogas, o furto, o aborto a ideologia de gênero e aos movimentos LGBT e todos que não presta, com o único propósito de destrur a família.",1
Brasil acima de tudo e Deus acima de todos:folded_hands_light_skin_tone:,0
"Amigos,
Enquanto discutimos Eleições, Lyra, Ciro Nogueira, Bivar e ACM Neto dão GOLPE e criam o Parlamentarismo, com a União dos Partidos PP & UNIÃO, vão ser mais de 80% da Câmara e no Senado perto disso, simplesmente hoje não teremos presidente mas sim um Mamulengo nas Mãos do Centrão, acabou oposição e junto a Esquerda.",0
Graças a Deus ja fiz a minha parte. Vote agora esta nas mãos de Deus pai todo poderoso :raising_hands_medium_skin_tone::raising_hands_medium_skin_tone:,0
Vai dá certo jesus está no comando de tudo eu creio a vitória é nossa:folded_hands_light_skin_tone::raising_hands_light_skin_tone::Brazil:,0
Taí a maior prova do esquerdopata Xandão agindo novamente pra ajudar o Ladrão,1
Quando for vota tem que fiscaliza também si vê alguma coisa estranho na urna tem que denunciar,0
":police_car_light::loudspeaker::speaker_high_volume: O presidente Bolsonaro tem seu time de *candidatos militares* do seu Partido no Amazonas

Um *Dois Capitães*, um *Coronel* e um *Major* que representam lealdade, patriotismo e competência à serviço e disposição povo.

:hundred_points: *COLINHA DO TIME DO BOLSONARO NO AMAZONAS*:double_exclamation_mark:

:TOP_arrow:Santinho na ordem de votação da urna!!!

:check_mark_button: :keycap_2::keycap_2::keycap_1::keycap_0: *DEPUTADO FEDERAL* :backhand_index_pointing_right_light_skin_tone: Capitão Alberto Neto (PL)
 :check_mark_button: :keycap_2::keycap_2::keycap_0::keycap_0::keycap_0: *DEPUTADO ESTADUAL* :backhand_index_pointing_right_light_skin_tone: Major Fábio Huss (PL)
:check_mark_button: :keycap_2::keycap_2::keycap_2: *SENADOR* :backhand_index_pointing_right_light_skin_tone: Coronel Menezes (PL) 
:check_mark_button: :keycap_0::keycap_0: *GOVERNADOR* :backhand_index_pointing_right_light_skin_tone: Escolha o menos pior!!!:face_vomiting: 
:check_mark_button: :keycap_2::keycap_2: *PRESIDENTE* :backhand_index_pointing_right_light_skin_tone: Capitão Jair Bolsonaro (PL)",0
"Boa tarde gente, eu já votei, graças à Deus foi uma votação tranquila tou confiante!!",0
"Enquanto os eleitores do Bolsonaro ora a Deus pela sua reeleição, os macumbeiros eleitores do Lula, a frente do Cemitério, macumunados com o espírito do mal pedem a Vitória do Ladrão Lula e seus comparsas.

A guerra está aí, com certeza o Bem vencerá o mau.",1
O problema seu demagogo hipocrita: a bandeira do brasil   Nunca foi valorizada pelo pt..a causa desse filho puta e o foro de São Paulo e a dominação da América Latina . Quando que Lula usou o verde e amarelo nas suas campanhas? Nunca,0
"FOTOS nítidas dos Boletins das URNAS de todo o Brasil, com todas as páginas, deverão ser enviadas para o perfil acima,  criado pelos Grupos de Direita Conservadores do CE. Iremos fazer a apuração paralela, de forma legal e necessária. Favor divulgar ao máximo rapidamente.",0
Acabei de ver um aqui do predio com boné do MST e a esposa com blusa do Luladrão affff,1
"*Viva a festa da democracia!*

O grande dia chegou e é sempre uma grande emoção. Exerci minha cidadania votando logo cedo na Unimontes, universidade em que me formei. O meu sentimento é de dever cumprido. Fiz a minha parte! E não há nada mais sagrado em uma democracia do que o voto. Aguardo agora com muita alegria e expectativa o resultado nas urnas. Sigo confiante. Que Deus abençoe a todos nós e que seja feito o melhor para o Brasil e para o nosso Estado. Minas Gerais, Norte de Minas, estou pronto!

*ARLEN SANTIAGO :keycap_7::keycap_0::keycap_1::keycap_1::keycap_1::check_mark_button::rocket:*",0
Não adianta inventar pq nós vamos ganhar em nome de Jesus,0
Mas leonardo sempre foi assim des do tempo que trabalhava com pessoal do Ronaldo lessa mas Deus abençoe ele hoje to longe de meu estado mas feliz em ver pessoas de bem na luta por um brasil melhor,0
Lula mandou na levantar bandeira vermelha bolsonaro mandou nós levantar bandeira do nosso país caso verde amarelo branco olha diferença de um candidato porto vocês nunca viram o lula balançando uma bandeira do brasil,0
"A juventude na sua grande maioria votando em Lula
Só Deus para salvar essa nação.",0
"Quem mora fora é rico. 

Gente que ganhou dinheiro só na época lula!",0
"Agora terminou de acabar com o GP 
Com mais uma desgraça  aparecendo.
Esse ai é o segundo bolsonario um cão em forma de pessoa.
Deus nos livre dessas maldições",0
"rapaz foi bom viu, gente tinha era lá homem tu é doido",0
Olha o choro da esquerda :grinning_face::grinning_face::grinning_face::grinning_face:,0
Deus mandando um sinal.:folded_hands_light_skin_tone:,0
"Traidores da pátria!

Mil cairão ao teu lado, e dez mil, à tua direita, mas tu não serás atingido.",0
"Vc tem que falar que gay é um ser humano, gay quer ser tratado diferente. Quer ter direitos especiais. Tem uma página no insta que se chama gays com Bolsonaro. O gay não precisa da vitimização dos governos esquerdistas para usufruir dos direitos deles como cidadãos",1
"Ué, a petezada daqui copiou nós. Lá na escola onde eu votei tinha gente de vermelho.",1
E se gay se sente vítima de crimes. Pq nesses mais de 20 anos de psdb e pt não houve a criação de uma lei que tornasse homofobia crime hediondo e inafiançável?,1
"Pessoal, eu sou de direita, e venho aqui dizer que concordo com algo que o Felipe Neto disse.",0
"Pergunta o que acham das falas homofóbicas do lula, quando ele disse la grelo duro, exportadora de viado",1
Peço desculpas pelos palavrões pois meu filho é seguidor de bolsonario até o fim e 22,0
"Votação em Lisboa está o caos, não se consegue encontrar o fim da fila e o processo está extremamente lento.",0
"A noite, encerram as votações as 17, tem a lacracao das urnas e o envio aos fóruns para contagem",0
PESQUISAS DE BOCA DE URNA CONFIRMAM É É É É BOLSONAROOOOOOOO EM PRIMEIRO TURNO COM MAIS DE 90 MILHÕES DE VOTOS PARA DESESPERO DA ESQUERDALHA AMALDIÇOADA DOENTIA E FEDORENTAA,1
"Top ,será se a fonte é verdadeira meus amigos. 
Com fé em Deus",0
Galera vamos espera que um.coisa e certa a vitória será do bem será de bolsonaro com fé em Deus,0
":backhand_index_pointing_up: *A voz do povo é a voz de Deus: Resposta do Brasileiro ao Sr. PACHECO.* :relieved_face:*  :thumbs_up::thumbs_up::winking_face::winking_face::winking_face::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:

Canal
[USER]:Brazil:",0
Verde pela esperança e amarelo representa o quanto nosso Brasil é rico,0
":backhand_index_pointing_up: RODRIGO PACHECO MALDITO TRAIDOR , MERECIA ALGO PIOR QUE UMA VAIA , POVO DE MINAS NÃO MERECE ESSE TRASTE ....",0
Votei agora a pouco. Tudo ok tbm. Graças a Deus. :Brazil::keycap_2::keycap_2:,0
Qap senhores:loudspeaker: eu vinha chegando no montese antes da igrejinha de nossa senhora e dois tan no carro botou o carro por cima de me sem motivo acho que pq estava com a bandeira do Brasil e camisa do Bolsonaro ( placa pmc 2383 Fiat uno brata,0
Hj em nome de Jesus venceremos o mal poderemos dizer Lula nunca mais,0
"AVISO!!! SE O BOLSONARO GANHAR O PAI VAI FICAR CHATÃO 
Pode bloquear 
Xingar 
Eu vou perseguir petista até por ligação e sms 
O choro e livre petralha",1
*NÃO VAMOS SAIR DA FILA SEM VOTAR O POVO TA ACHANDO QUE  ONDE O BOLSONARO TEM A MAIORIA COLOCARAM O SISTEMA LENTO POR ISSO NÃO VAMOS DEIXAR DE VOTAR*,0
"Olham só a diretora da escola entregando os santinhos da esquerda na fila de votação no dia das eleições, favor alguém pode entregar essa pilastra da diretora para a justiça!",0
Portugal está com problemas nas urnas fora o horário Que foi estendido para as 20 hrs o encerramento das eleições. MUITO ESTRANHO ISSO TUDO.  Porque será que só em Portugal está havendo problema nas eleições brasileiras :thinking_face::thinking_face::thinking_face:,0
"Sou BOLSONARO!
Se esse tipo de manisfesto continuar acontecendo vai ficar feio pra nós
Gente nós somos diferentes da esquerda
Nós pregamos paz, amor, liberdade...",0
"Eu estou trazendo esse plint após um comentário de um vídeo de um bando de macunbeiros fazendo seus despacho na frente de um cemitério. Porque estou fazendo isso no meu plint fala que Deus não dorme e esse noite ouve muitos louvores lave e anite teremos sim um resultado muito positivo vou trazer pra vcs verem o que se falou na lave foi puro fogo :fire: de Deus aguardem.após o resultado, mas já adiantando um pouquinho teremos prisões :zipper-mouth_face:",1
"Pensarão ganhar na pressão mas sabemos fazer conta 
Gratos a Deus primeiro e ao presidente e FFAA pela nossa ainda que machucada mas respirando forte liberdade",0
É verdade que não Europa o Luladrão está na frente ? :crying_face:,1
"PESSOAL NA ESCOLA JOÃO GUIAO DE RIBEIRÃO PRETO, ESTÁ DANDO NOVIDADE NA VOTAÇÃO
NÃO CONFIRMA BOLSONARO E QUEM RECLAMA MANDAM FAZER BO NA DELEGACIA.",0
"*_É HOJE NO PRIMEIRO TURNO PELA PRIMEIRA VEZ NA HISTÓRIA SE DEUS QUISER! DEUS OLHAI POR NOSSA NAÇÃO! QUE O COMUNISMO JAMAIS IMPERE NO NOSSO PAÍS! DEUS PÁTRIA,FAMÍLIA E LIBERDADE! BRASIL ACIMA DE TUDO,DEUS ACIMA DE TODOS!_* :place_of_worship::folded_hands_light_skin_tone::keycap_2::keycap_2::Brazil:",1
"Meu Deus, é muito amor pelo nosso país !
Que Deus continue lhe abençoando :folded_hands::folded_hands::folded_hands:",0
"Zoe Martinez anuncia ao vivo na Jovem Pan que Cubra já está nas ruas comemorando a vitória e Lula.
Estranho, não?",0
"A TAMMY QUER SER HOMEM, O PABLO EVITAR, QUER SER MULHER, O LADRÃO DE 19DEDO QUER SER HONESTO E NÓS SOMOS OBRIGADOS A ENGOLIR, AGORA O CARA QUER SER PADRE E A ESQUERDA DIZ QUE ELE NÃO É. VÃO SER PROCESSADOS POR PADROFOBIA.",1
Olhem o que o luladrao fala de nós bolsonaristas.,1
E normal mentir da sua parte né? Vcs já estão acostumados!:rolling_on_the_floor_laughing:,0
Meu Deus!!!! E o que acontece com os votos do dia todo nessa urna fraudada? Serão computados? Para o pt?,0
Esse povo doido lá de fora quer que o Brasil fique pior?,0
Mas como assim já até reservaram a paulista ?! Tem algo estranho,0
"Votem! Cada voto conta! Vamos salvar o Brasil, o nosso futuro, as nossas crianças!   Enfrentem a fila que for preciso, mas não se omitam! Em vários países a esquerda ganhou por conta da abstenção de muitos. Sejamos conscientes! Deus abençoe o nosso Brasil! :Brazil::Brazil::Brazil:",0
Tomara Deus pelo que vi nas ruas hoje confesso que tenho muito medo,0
"MORAES ACABA DE DIZER QUE AS FILAS SÃO NORMAIS.
Tem notícias de filas absurdas no Brasil inteiro, mas o Presidente do TSE diz que isso é normal e a culpa não é da biometria.
VOCÊ JÁ ENFRETOU FILAS ASSIM EM OUTRAS ELEIÇÕES?",0
"Marcola lider do PCC declara apoio a Lula e ainda faz um elogio: mesmo Lula sendo um pilantra e um 0 à esquerda, para a nossa causa ele é melhor que Bolsonaro",0
"Com isso claro que as pessoas buscam as maneiras mais fáceis para suprir isso

Como ter terras e outras estratégias",0
"Eita , como uma pessoa que diz que defende Deus , posta uma mentira dessa .",0
":warning::warning:Venezuelanos passam *_Fome em Fortaleza*_ Que triste não vote em candidato de esquerda que querem implantar o socialismo no Brasil.

*_#Fora Lula_*
*_# Fora Elmano*_

Brasil acima de Tudo e DEUS Acima de Todos :Brazil::Brazil::Brazil::Brazil::raising_hands_light_skin_tone:

[USER]",0
"Pior que ele disse, mesmo.

Usou o exemplo do jogo Internacional & Corinthians, de 1976, quando o Internacional ganhou com GOL ILEGAL (bola na trave e depois fora do gol) que o árbitro deu como GOL LEGAL.",0
"Leva nossos problema para fora

 Cartazes da cara de  Lula e Bolsonaro 

Roupa suja se lava em casa não é levar para os outros",0
"O modo como os homessexuais são tratados pela mídia muitas vezes é desnecessário, o cidadão precisa ser tratado com caráter assim como os demais",0
No meu caso tambem foi bem parecido... votei normal encerrei a votação  e talss.. mas disseram que nao precisava  assinar.. pq minha biometria funcionava. :thinking_face:,0
